Question ID,Fold,Answer,Category,Text
1871234533,test,J. M. Coetzee,Literature:World_and_Miscellaneous,"11. A novella by this author describes a flawed entanglement with the married Beatriz and a 72-year-old Polish concert pianist. That novella by this author was published alongside short stories centered on a character who wrote a reimagining of Ulysses titled The House on Eccles Street. A novel by this author ends with its main character giving a stray dog to Bev Shaw to (*) euthanize. A lecturer in this author's The Lives of Animals titles a later novel in which that character travels around giving lectures as a celebrated 66-year-old writer. An affair with the student Melanie Isaacs causes David Lurie to be fired in a novel by this author. For 10 points, name this South African novelist who wrote Elizabeth Costello and Disgrace. ANSWER: J. M. Coetzee [or James Maxwell Coetzee] <Jim Fan, Literature - World and Miscellaneous> ~31048~ <Editor: Jim Fan>"
1601707686,test,lotuses,RMP:Buddhism,"12. A work named for these objects is the topic of essays in a ""kaleidoscope"" by Gene Reeves, who wrote a modern translation of it. Tara rose out of one of these objects created from Avalokiteshvara's tears. A mantra and common metaphor refers to a ""jewel in [one of these objects]."" Toy cars that lure children out of a burning house illustrate (*) skillful means in a text named for these objects. Seven of these objects appeared after the first steps of a religious leader, ten months after Maya dreamt of an elephant holding one of these objects entering her side. Mahakashyapa was immediately enlightened after a sermon in which the Buddha smiled and held up, for 10 points, what flower that names a central Mahayana sutra? ANSWER: lotuses [or lotus flowers; accept white lotus or pundarika; accept jewel in the lotus; accept padma or Om Mani Padme Hum; accept Lotus Sutra or A Buddhist Kaleidoscope: Essays on the Lotus Sutra; prompt on flowers or plants until ""flower"" is read] <Sinecio Morales, RMP - Buddhism> ~31047~ <Editor: Sinecio Morales>"
2231309578,test,mosaics,Fine_Arts:Painting,"13. Cupid sits astride a dolphin in one of many works in this medium in Fishbourne, England. A work in this medium in Huqoq (""hoo-COKE"") unusually depicts Samson tying torches to foxes' tails. Scantily clad figures play sports in a work in this medium nicknamed for its ""bikini girls."" A military leader wears a breastplate emblazoned with Medusa's head in a depiction of the Battle of (*) Issus in this medium in the House of the Faun. A halo surrounds Justinian I in one of many works in this medium that decorate Ravenna's Basilica of San Vitale. Gold leaf embellishes an image of Mary and Jesus in this medium in the Hagia Sophia's apse, created using glass tesserae. For 10 points, works in what medium are created by combining tiles? ANSWER: mosaics [prompt on glass or tesserae or tiles until each are respectively read] <Jamie Burchett, Fine Arts - Painting - European to 1600> ~30804~ <Editor: Ganon Evans>"
366730030,test,sugars,Science:Biology,"14. The MAN2A1 gene encodes an enzyme that acts on these molecules, after which they become Endo H-resistant. The antibiotic tunicamycin inhibits the transfer of one of these molecules. Tree-like diagrams use colored polygons to represent examples of these molecules like the acid NANA and the amide derivative GlcNAc (""GLIK-NAK""), which composes (*) chitin. Different alleles of the ABO gene cause erythrocytes to present different types of these molecules, giving rise to ABO blood types. A post-translational modification that adds these molecules to proteins has ""N-linked"" and ""O-linked"" types that respectively occur in the ER and the Golgi. For 10 points, name these molecules named with the suffix ""ose,"" like glucose. ANSWER: sugars [accept carbohydrates or carbs or monosaccharides or disaccharides or oligosaccharides or polysaccharides or glycans; prompt on glycoproteins or glycopeptides or proteoglycans by asking ""what  constituent molecules?""; prompt on antigens] <Rohan Kher, Science - Biology> ~29645~ <Editor: David Bass>"
3884457815,test,religious pilgrims,History:European,"15. A failed scheme to provide 32,000 mirrors to these people spurred a young Johannes Gutenberg to focus his efforts on the printing press. A ""great"" event named for German examples of these people was led by Gunther of Bamberg in 1064. In the Middle Ages, these people donned fertility badges and scallop shells. Book V of the Codex Calixtinus instructed these people on what to do in Galicia. The artist Cimabue (""chee-MAH-boo-ay"") became one of these people to (*) participate in the 1299 Jubilee. These people might follow the Way of Saint James. Protecting these people from harassment in the Levant was a frequent justification for new crusades. For 10 points, name these people who travel to places like Rome or Jerusalem for religious purposes. ANSWER: religious pilgrims [prompt on Christians or Catholics] <Michael Bentley, History - European - Middle Ages> ~27435~ <Editor: Noah Sheidlower>"
944367786,test,length (The lead-in describes the Debye length.),Science:Physics,"16. Assuming equal ion temperature, the square of a form of this quantity is proportional to T over n-q-squared. TIRF·M exploits the low value of this quantity achieved by the evanescent wave. Fritz and Heinz London name a form of this quantity that describes magnetic fields in superconductors. A small value for this quantity, denoted delta, describes an exponential decay in alternating current density due to eddies in the (*) skin effect. The decrease in electric field strength with this quantity due to screening is described by two forms of this quantity named for Thomas and Fermi and for Debye. This quantity is squared in the denominator of Coulomb's law. For 10 points, name this quantity measured in microns or meters. ANSWER: length [accept distance or depth or penetration depth or radius; accept Debye length or Debye radius or Debye–Hückel screening length or London penetration depth or skin depth or Thomas–Fermi length; prompt on r or lambda-sub-D] (The lead-in describes the Debye length.) <David Bass, Science - Physics> ~31034~ <Editor: David Bass>"
1331127134,test,Apep,RMP:World_Mythology,"17. Before Akhenaten's own attempt, a long-lived Hyksos ruler named for this figure may have practiced a form of monotheism centered around Set. In Hour 10 of the Book of Gates, this figure is held down with nets. The Book of Overthrowing [this figure] includes spells that spit on and trample on this figure with the left foot. In some traditions, this figure sprang from the (*) spit of the goddess Neith. A painting in Deir el-Medina depicts this figure being attacked by his rival in the form of a cat. This figure’s magical gaze alone threatened an entourage of deities on a solar barge that possibly included its rival's “Eye.” For 10 points, name this serpent that Ra battled in the underworld every night. ANSWER: Apep [or Apophis; accept Apepi; accept Book of Apophis or Book of Apep or Book of Overcoming Apep or Book of Overthrowing Apep or Book of Overcoming Apophis or Book of Overthrowing Apophis] <Lalit Maharjan, RMP - World Mythology> ~29629~ <Editor: Sinecio Morales>"
888237827,test,Edvard Grieg,Fine_Arts:Music,"18. This composer claimed that the only pianist who played his transcriptions of peasant dances called slåtter (""SLOH-ter”) with the right feeling was his ardent champion Percy Grainger. This composer used a melody beginning ""4 Gs, then G, E, F"" in a collection's first and last pieces: a waltz called ""Remembrances"" and an ""Arietta."" An A minor concerto by Robert Schumann inspired another by this composer that ends with a (*) Halling dance and begins with a timpani roll before the pianist enters. This composer of Lyric Pieces wrote incidental music to a scene in which trolls try to kill and eat a character who later wakes up while “Morning Mood” plays. For 10 points, name this Norwegian composer of “In the Hall of the Mountain King”. ANSWER: Edvard Grieg [or Edvard Hagerup Grieg] <Forrest Weintraub, Fine Arts - Music - Romantic> ~29644~ <Editor: Forrest Weintraub>"
1789998329,test,Dada,Literature:European,"19. This movement included a baroness who coined portmanteaus like ""kissambushed"" and wrote Body Sweats, Elsa von Freytag-Loringhoven (""FRY-tahk-LOH-ring-hof-un""). A poet who largely founded this movement used the phrase ""jolifanto bambla"" in ""Karawane"" (""kah-ruh-VAN-uh""), one of his ""sound poems."" Instructions for making a poem from this movement, which predated the Beats, begin with cutting up a newspaper. Hugo Ball read a manifesto for this movement at Zurich's (*) Cabaret Voltaire (""kah-bah-RAY vohl-TAIR"") two years before Tristan Tzara (""ZAH-ruh"") wrote a competing one in 1918. This movement's name was supposedly chosen when a knife landed on a dictionary entry meaning ""hobby horse."" For 10 points, name this ""anti-art"" movement whose writers included Marcel Duchamp (""mar-SELL doo-SHOMP""). ANSWER: Dada [or Dadaism or Dadaist movement; accept ""To Make a Dadaist Poem"" or ""Pour faire un poème dadaïste""] <Joseph Krol, Literature - European - Poetry> ~31011~ <Editor: Joseph Krol>"
472967640,test,Florida,History:American,"20. James Lee testified that this state ordered ChoicePoint to populate a database with anyone who matched 80 percent of a felon's last name. In this state, John Sweeney's cry to ""shut it down"" ignited well-dressed protestors in the Brooks Brothers riot. Antonin Scalia cited potential ""irreparable harm"" from a process in this state involving Katherine Harris, partly necessitated by so-called (*) hanging chads. Pat Buchanan was suspected of benefiting from a misaligned ""butterfly"" design used in this state. A margin of 537 votes was declared in this state in favor of a candidate whose brother Jeb was its governor. For 10 points, name this state where, in the 2000 presidential election, Al Gore requested a recount in Miami-Dade county. ANSWER: Florida [or FL] <Lalit Maharjan, History - American - 1945+> ~29713~ <Editor: Noah Sheidlower>"
3824758903,test,temperature,Science:Physics,"21. A form of this quantity that is proportional to power over bandwidth measures the noise produced by a radio antenna. In the Saha equation, this quantity and a constant divide a difference of energies by appearing in the denominator of the exponential term. The ""excitation"" form of this quantity is negative in lasers because this quantity equals the constant-volume entropy derivative of internal energy. One over (*) beta equals Boltzmann's constant times this quantity. Internal energy minus the product of entropy and this quantity equals Helmholtz free energy. The change in this quantity over the change in energy gives a material's heat capacity. For 10 points, name this quantity whose ""standard"" value equals 273 kelvin. ANSWER: temperature [accept antenna noise temperature or excitation temperature; prompt on T] <Forrest Weintraub, Science - Physics> ~30618~ <Editor: David Bass> NSC 2025 - Round 17 - Bonuses"
2810231675,test,Svetlana Alexievich,Literature:European,"1. This author's book Last Witnesses collects testimonies of World War II from people who were children at the time. For 10 points each: [10h] Name this Belarusian Nobel laureate whose oral histories include War's Unwomanly Face, the first book in her series Voices of Utopia. ANSWER: Svetlana Alexievich [or Svetlana Alexandrovna Alexievich] [10e] Alexievich helped inspire an HBO series with a book about this 1986 event, subtitled ""The Oral History of a Nuclear Disaster."" ANSWER: Chernobyl disaster [accept answers indicating an incident at Chernobyl or Chornobyl; accept Voices from Chernobyl: The Oral History of a Nuclear Disaster or Chernobyl Prayer or Chernobylskaya molitva] [10m] Hundreds of prisoners' recollections helped inform this 1973 book by another Nobel laureate about the Soviet penal system, whose subtitle calls it an ""Experiment in Literary Investigation."" ANSWER: The Gulag Archipelago: An Experiment in Literary Investigation [or Arkhipelag GULAG] (by Aleksandr Solzhenitsyn) <Joseph Krol, Literature - European - Other> ~24808~ <Editor: Joseph Krol>"
3454141115,test,A People's History of the United States (by Howard Zinn),History:American,"2. This book's chapter ""Tyranny is Tyranny"" claims that the economic elite who led the Revolutionary War created ""the most effective system of national control devised in modern times."" For 10 points each: [10h] Name this anti-nationalist book that opens by depicting Columbus's arrival in Hispaniola from the Arawaks' perspective. ANSWER: A People's History of the United States [prompt on A People's History] (by Howard Zinn) [10e] The book's second chapter argues that the ""color line"" was created to pacify these people by distinguishing them from slaves. These servants worked without pay for a set amount of time. ANSWER: indentured servants [or indentured laborers; accept indentured servitude] [10m] Zinn traced the discontent of poor white settlers to this 1676 uprising, in which Governor William Berkeley was targeted before a city was burned. ANSWER: Bacon's Rebellion <Forrest Weintraub, History - American - Pre-1865> ~25990~ <Editor: Noah Sheidlower>"
2071666464,test,symmetries,Science:Physics,"3. Rose Yu led the development of a 2023 generative adversarial network, or GAN, for the discovery of these properties. For 10 points each: [10m] Name these properties that correspond to elements of certain groups, like the Lorentz group. Noether's (""NURR-tuh's"") theorem relates conservation laws to these properties. ANSWER: symmetries [or symmetry; accept continuous symmetries of the action] [10h] The GAN is named for this mathematician's ""theory."" The exponential map connects this mathematician's namesake algebra to groups that behave as differentiable manifolds. ANSWER: Sophus Lie (""LEE"") [or Marius Sophus Lie; accept Lie algebra] [10e] By studying N-body simulations, LieGAN rediscovered the restricted Lorentz group and the group of these transformations. In this transformation, an object moves around its own axis. ANSWER: rotations [accept rotate or rotating] <David Bass, Science - Physics> ~26002~ <Editor: David Bass>"
1572073948,test,still-lifes,Fine_Arts:Painting,"4. A subgenre of this genre called toebakje (""toe-BAHK-yeh"") depicted smoking instruments and was popular in the Netherlands. For 10 points each: [10e] Name this genre of art depicting inanimate objects such as flowers, fruit, and coins. ANSWER: still-lifes [10m] Willem Claesz Heda made many works in the vanitas genre, paintings that remind the viewer of their mortality through elements known by this two-word term, such as skulls, rotting food, and extinguished candles. ANSWER: memento mori [10h] This 18th-century French artist found great success with still-life paintings such as Basket of Plums and The Ray. This artist also delighted the Salon with idealized domestic scenes like Saying Grace. ANSWER: Jean-Baptiste-Simeon Chardin <Michael Bentley, Fine Arts - Painting - European 1600-1945> ~22554~ <Editor: Ganon Evans>"
3210822599,test,Saraswati,RMP:Hinduism,"5. Hindus are taught not to step on books out of reverence for this goddess. For 10 points each: [10m] Name this Hindu goddess often seen holding a book in one of her four hands. Children are taught to write for the first time during a celebration for this Hindu goddess of wisdom. ANSWER: Saraswati [or Sarasvati] [10e] Saraswati is often depicted with clothes and a swan of this color that represents purity. ""Sky-clad"" Digambara (""dig-GUM-buh-ruh"") Jains are contrasted with Śvetāmbara (""shvay-TAHM-buh-ruh"") Jains clad in this color. ANSWER: white [accept white-clad Jains] [10h] Saraswati is also depicted holding a pot of water that sometimes symbolizes this drink. This drink is extracted from a plant of the same name, which is discussed in the ninth Mandala of the Rigveda. ANSWER: soma <Abhinav Rachakonda, RMP - Hinduism> ~26006~ <Editor: Sinecio Morales>"
1198737976,test,Scandinavia,History:European,"6. People were buried with boat-shaped axes in the Battle Axe culture that likely brought the Indo-European language to this region. For 10 points each: [10e] Name this multinational region where many ship burials were conducted by the Norse. ANSWER: Scandinavia [accept Scandinavian Peninsula; prompt on Nordic countries; prompt on Northern Europe; prompt on Denmark or Norway or Sweden by asking ""what region is that country a part of?""] [10h] The pre-Indo-European culture, supplanted by the Battle Axe culture, made collective graves called dolmens out of these objects. The name for a kind of these objects called menhirs comes from the Breton language. ANSWER: stones [or rocks; or liths; accept megaliths; accept standing stones] [10m] The Battle Axe culture was an offshoot of a culture named for producing ""corded"" examples of this product. Pieces of this product are called ostraka, which is the root word of ""ostracism."" ANSWER: pottery [or pots; or wares; or ceramics; accept jars or vases or amphorae; accept Corded Ware culture] <Forrest Weintraub, History - European - Misc> ~25157~ <Editor: Noah Sheidlower>"
4075226381,test,"Joaquim Maria Machado de Assis (""ma-SHA-doo JEE uh-SEES"")",Literature:World_and_Miscellaneous,"7. At the end of a story by this author, a young man who escaped to Rita's house reluctantly hands Rita a stick to beat a slave. For 10 points each: [10h] Name this author who, in one story, wrote about the madness of the title psychiatrist, who confines both healthy and sick people to the ""green house."" ANSWER: Joaquim Maria Machado de Assis (""ma-SHA-doo JEE uh-SEES"") [10m] Machado de Assis is best known for a novel written as the fictional memoir of Bras Cubas after one of these events. A collection of sonnets by a different author is titled for one of these events that occurred to Romelio Ureta. ANSWER: death [accept word forms like dying; accept funerals; accept muerte or morte; accept suicide; accept The Posthumous Memoirs of Bras Cubas or Sonnets of Death] [10e] Esteban Trueba builds the title house of this Isabel Allende novel after the tragic death of his fiancée Rosa the Beautiful. ANSWER: The House of the Spirits [or La casa de los espíritus] <Jim Fan, Literature - World and Miscellaneous> ~25779~ <Editor: Jim Fan>"
1439400458,test,birth control pills,Science:Biology,"8. Carina Heller and Laura Pritschet performed dense sampling studies of their own brains while on and off this type of medication. For 10 points each: [10m] Name this type of medication with 150 million global users. ""POP"" is a class of these medications, contrasted with ""combined"" ones that can include ethinyl·estra·diol. ANSWER: birth control pills [or oral hormonal contraceptives or contraception or combined oral contraceptive pills or COCP or progestogen-only pills; prompt on the pill or mini pills] [10e] Heller and Pritschet used this brain-scanning technique with a three-letter name, whose ""functional"" type targets specific regions. ANSWER: MRI [or magnetic resonance imaging or fMRI or functional magnetic resonance imaging; prompt on NMR or nuclear magnetic resonance] [10h] Heller found that birth control decreased brain volume and a property named for this word that is measured with fMRI BOLD data. With the suffix ""-ome,"" this word names whole-brain maps of neural pathways. ANSWER: connect [accept word forms like connected; accept connectivity or functional connectivity or connectome] <David Bass, Science - Biology> ~26011~ <Editor: David Bass>"
1119254542,test,India (The physicist is C.V. Raman.),Fine_Arts:Music,"9. A Nobel-winning physicist from this country showed how the unique harmonics of one of its drums were generated by combining two inhomogeneous circular membranes. For 10 points each: [10e] Name this largest country home to a fretted instrument with over a dozen sympathetic strings, called the sitar. ANSWER: India [or Republic of India; or Bhārat Gaṇarājya] (The physicist is C.V. Raman.) [10m] India's two main classical traditions are the northern Hindustani tradition, whose performers improvise around modes called ragas, and this southern tradition whose musicians perform existing compositions. ANSWER: Carnatic music [or Karnāṭaka saṃgīta; or Karnāṭaka saṅgītam] [10h] Carnatic music is accompanied by this two-sided drum made from the jackfruit tree. Shiva legendarily invented the tabla by cutting this drum in half. ANSWER: mridangam (""mri-DUN-gum"") <Abhinav Rachakonda, Fine Arts - Music - Miscellaneous> ~25211~ <Editor: Forrest Weintraub>"
988165308,test,changing sex,RMP:Greco,"10. Note to moderator: read the first answerline carefully. Note to players: description acceptable. Leto granted this boon to Leucippus to protect him from the ire of his father Lamprus. For 10 points each: [10h] Name or describe this boon that Isis granted to Iphis, a youth betrothed to Ianthe (""eye-ANN-thee""). In addition to being invulnerable to weapons, Caeneus received this other boon from Neptune. ANSWER: changing sex [accept changing genders; accept answers describing transitioning from female to male; reject answers that mention changing from ""male"" to ""female""] [10e] Leucippus, Iphis, and Siproites, who was turned into a woman by Artemis, were all natives of this Greek island. Daedalus built the Labyrinth for Minos, the king of this island. ANSWER: Crete [or Kríti or Krētē] [10m] Hera punishes this figure for hitting a pair of mating snakes by turning him into a woman for seven years. In the underworld, this figure tells Odysseus how to get past Scylla and Charybdis. ANSWER: Tiresias <Abhinav Rachakonda, RMP - Greco-Roman Mythology> ~24517~ <Editor: Sinecio Morales>"
2468215459,test,Mamluk Sultanate,History:World,"11. During this dynasty, Hasan al-Rammah proposed a ""combustible egg,"" the world's first rocket-propelled torpedo. For 10 points each: [10m] Name this dynasty that stopped Mongol expansion at Ain Jalut after divisions of Burjī murdered al-Ṣāliḥ Ayyūb’s heir in the 1250s. ANSWER: Mamluk Sultanate [or Mamluks or Mamluk Empire or Mamluk Egypt; accept Salṭanat al-Mamālīk; prompt on State of the Turks or State of the Circassians] [10h] In a manuscript for Al-Nasir Muhammad, al-Jazari illustrated one of these devices built into the structure of an elephant. Ibn al-Haytham built one of these devices that dipped a cylinder in a tank. ANSWER: clocks [accept water clock or elephant clock or clepsydra] [10e] Ibn al-Nafis documented metabolism during the Mamluk Sultanate while at a hospital begun by this first Ayyubid sultan, who led Muslim forces against an English king in the Third Crusade. ANSWER: Saladin [or Salah ad-Din Yusuf ibn Ayyub] <Ganon Evans, History - World - Middle Eastern> ~25790~ <Editor: Noah Sheidlower>"
1269952699,test,calcium,Science:Chemistry,"12. Element 117, tennessine, was discovered by bombarding berkelium with this element. For 10 points each: [10h] Name this element, whose bombardment was used to synthesize four other superheavy elements. This element's isotope 48 is the lightest nuclide to undergo double beta decay. ANSWER: calcium [or Ca] [10m] Two of the six naturally occurring isotopes of calcium are stable because their numbers of protons and neutrons are [emphasize] both this type of number. Because flerovium-298 and un·bi·hexium-310 are doubly this type of number, they are thought to land in an ""island of stability."" ANSWER: magic numbers [accept doubly magic] [10e] The bombardment used to create tennessine is a form of this nuclear process, which turns hydrogen into helium. ANSWER: nuclear fusion [prompt on nucleosynthesis; prompt on transmutation] <Abhinav Rachakonda, Science - Chemistry> ~25775~ <Editor: June Yin>"
3544234593,test,deaths of despair,Social_Science:Sociology,"13. Scholarly interest in this concept spiked in response to a 2015 paper examining ""all-cause mortality of middle-aged white non-Hispanic men and women."" For 10 points each: [10h] Give this alliterative term that Anne Case and Angus Deaton used to denote deaths caused by economic and social insecurity, like suicides and overdoses. ANSWER: deaths of despair [10e] Addiction to this class of drugs causes many deaths of despair. These drugs are exemplified by oxycodone and fentanyl. ANSWER: opioids [accept opiates; prompt on narcotics; prompt on painkillers or pain relievers or pain medications or pain drugs] [10m] Deaths of despair are more common among people with low values of this variable. Thomas Piketty coined the term ""brahmin left"" to describe a political faction with high levels of this variable. ANSWER: education [or educational attainment or schooling] <Joseph Chambers, Social Science - Sociology> ~25560~ <Editor: Joseph Chambers>"
1132492721,test,"crucifixion This playwright wrote The Cocktail Party. This playwright wrote about an “Unreal City” where “Saint Mary Woolnoth kept the hours” in a poem that ends “Shantih Shantih Shantih.” ANSWER: T. S. Eliot (The poem is ""The Waste Land."") In this T. S. Eliot verse drama, four ""tempters"" appear to the main character, St. Thomas Becket, who responds that the ""greatest treason"" is to ""do the right thing for the wrong reason."" ANSWER: Murder in the Cathedral",Literature:British,"14. In The Cocktail Party, Celia meets death in this specific manner after joining a nursing order in Kinkanja. For 10 points each: [10e] Medieval passion plays depict Jesus’s death in what manner? ANSWER: crucifixion [accept word forms; accept dying on the cross] [10m] This playwright wrote The Cocktail Party. This playwright wrote about an “Unreal City” where “Saint Mary Woolnoth kept the hours” in a poem that ends “Shantih Shantih Shantih.” ANSWER: T. S. Eliot [or Thomas Stearns Eliot] (The poem is ""The Waste Land."") [10h] In this T. S. Eliot verse drama, four ""tempters"" appear to the main character, St. Thomas Becket, who responds that the ""greatest treason"" is to ""do the right thing for the wrong reason."" ANSWER: Murder in the Cathedral <Joseph Chambers, Literature - British - Drama> ~25236~ <Editor: Jaimie Carlson>"
