Question ID,Fold,Answer,Category,Text
327483606,test,"globes J.M. Rogers declared Jahangir a ""visual glutton"" because he forced painters to take meticulous details of a dying man for one of these illustrations common in Ottoman and Mughal illuminated manuscripts",Fine_Arts:Painting,"1. In a painting by Abu'l Hasan, Jahangir and Shah Abbas I hug while standing atop of a lion and a sheep who themselves stand on one of these objects. For 10 points each: [10h] Name these objects commonly placed below emperors in Mughal paintings. ANSWER: globes [prompt on maps] [10m] J.M. Rogers declared Jahangir a ""visual glutton"" because he forced painters to take meticulous details of a dying man for one of these illustrations common in Ottoman and Mughal illuminated manuscripts. ANSWER: miniatures [or miniature painting] [10e] In a Mughal portrait, Jahangir's friend with this profession, Khan 'Alam, holds a falcon on his arm. An anamorphic skull stretches on the floor of a Hans Holbein the Younger painting depicting two people with this profession. ANSWER: ambassadors [accept ambassador to the Safavids or ambassador to England or France; prompt on diplomat or government official] <Ganon Evans, Fine Arts - Painting - World> ~26093~ <Editor: Ganon Evans>"
1995344291,test,unreliable narrator,Literature:World_and_Miscellaneous,"2. In a 1981 book, William Riggan defined four types of this figure as ""Pícaros, Madmen, Naīfs, and Clowns"". For 10 points each: [10m] Give this two-word term, coined by Wayne C. Booth in his book The Rhetoric of Fiction, which describes characters who cannot be trusted by their readers. ANSWER: unreliable narrator [10h] Riggan cited the title protagonist of this anonymously-published novel as an example of a ""picaro"" unreliable narrator. This 16th century Spanish novel is often cited as establishing the picaresque genre. ANSWER: Lazarillo de Tormes [or The Life of Lazarillo de Tormes and of His Fortunes and Adversities or La Vida de Lazarillo de Tormes y de Sus Fortunas y Adversidades] [10e] This character is cited by Riggan as exemplifying the ""naif"" unreliable narrator. This ""phony""-hating teenager is the protagonist of The Catcher in the Rye. ANSWER: Holden Caulfield [prompt on Caulfield] <Jamie Burchett, Literature - World and Miscellaneous> ~24948~ <Editor: Jim Fan>"
402111609,test,Wallace Carothers,Science:Chemistry,"3. This scientist's lab at DuPont developed neoprene and another material via the cold drawing of a combination of adipic acid and hexa·methylene·diamine from a molecular still. For 10 points each: [10h] Identify this scientist who names an equation whose simplest form gives that the degree of polymerization equals the reciprocal of one minus the extent of reaction, p. ANSWER: Wallace Carothers [or Wallace Hume Carothers; accept Carothers equation] [10m] Adipic acid and hexa·methylene·diamine form the 6,6 (""six six"") type of this material, which is extruded almost indefinitely in a ""rope trick"" lab demonstration. ANSWER: nylons [accept nylon 6,6] [10e] Nylon 6,6 is formed via the ""poly"" form of this reaction that shares its name with the process by which water vapor cools to a liquid. ANSWER: condensation [accept polycondensation] <David Bass, Science - Chemistry> ~26152~ <Editor: June Yin>"
3048584281,test,customers,Social_Science:Other,"4. JTBD theory explains the motivations of these people, whose ""lifetime value"" firms may seek to maximize. For 10 points each: [10e] Name these people who contribute word-of-mouth advertising to businesses. These people's ""satisfaction"" is often measured in post-purchase surveys. ANSWER: customers [or consumers or users or buyers or subscribers] [10m] The STP strategy involves identifying these market subgroups, and then targeting and positioning. These groups of customers with shared characteristics are the subject of third-degree price discrimination. ANSWER: segments [or market segmentation or customer segmentation] [10h] Customer service innovations like an in-store restaurant, female sales clerks, and liberal return policies helped this historic Chicago department store attract and retain customers. ANSWER: Marshall Field & Company [or Marshall Field's; reject ""Marshall's""] <Joseph Chambers, Social Science - Other> ~26159~ <Editor: Joseph Chambers>"
3394161394,test,witchcraft,History:European,"5. In 1699, sailors struck with an illness in Haverfordwest led to the last trial for this crime in Wales. For 10 points each: [10e] Name this crime targeted by Matthew Hopkins during the English Civil War. The ""swimming test"" proved guilt for this crime, believed to have been done with the aid of demons. ANSWER: witchcraft [accept descriptive answers like being a witch; accept synonyms like magic or conjuring or sorcery] [10m] This ruler influenced British witch hunts with his Daemonologie, written after witches were convicted of conjuring storms during his return with Queen Anne of Denmark. ANSWER: King James I of England [or King James VI of Scotland; prompt on James] [10h] During a 1612 witch trial in this English county's Pendle Hill, nine-year-old Jennet Device gave evidence leading to the execution of her entire family, including her grandmother ""Demdike."" ANSWER: Lancashire [reject ""Lancaster""] <Jamie Burchett, History - European - 1500-1900> ~25770~ <Editor: Noah Sheidlower>"
904733955,test,names,Current_Events:World,"6. The Japan Business Federation supports changing a law that restricts the use of these things by Japanese women. For 10 points each: [10e] Identify these things, subject of restrictive policies in Iceland. Until 2017, California did not permit accents in these things to be used on state-issued IDs. ANSWER: names [accept surnames or first names or last names or baby names] [10h] This once-trendy American name is now heavily stigmatized in France. An American actor who popularized this first name in Europe directed one of the biggest flops of 2024, Horizon: An American Saga - Chapter 1. ANSWER: Kevin [accept Kevin Costner or Kévin] [10m] This country's oppression of its Shia minority includes banning names such as ""Malaak"" and evicting many Shia families to build its megacity of Neom. ANSWER: Saudi Arabia [or Kingdom of Saudi Arabia; prompt on KSA] <Michael Bentley, Current Events - World> ~25206~ <Editor: Michael Bentley>"
2279089944,test,selection,Science:Biology,"7. This process is quantified by a coefficient that multiplies heritability-squared to yield response in the breeder's equation and equals the complement of relative fitness. For 10 points each: [10m] Name this process whose ""balancing"" form maintains trans-specific polymorphisms and whose ""purifying"" form reduces diversity. ANSWER: selection [or natural selection or artificial selection or selection coefficient] [10h] Unlike purifying selection, balancing selection cannot be inferred from d-N-d-S, a ratio whose denominator is the number of these events. These evolutionary events are made possible by codon degeneracy. ANSWER: synonymous mutations [or silent mutations or synonymous substitutions or silent substitutions; prompt on mutations or substitutions] [10e] Fluctuating balancing selection is often driven by this global annual pattern that causes animals to estivate or hibernate. ANSWER: seasonality [or seasons; prompt on climate or temperature; prompt on specific seasons like winter by asking ""what larger pattern is that a part of?""] <David Bass, Science - Biology> ~26074~ <Editor: David Bass>"
201331940,test,"Daniel Ken Inouye (""ee-NO-ay"")",History:American,"8. Lyndon B. Johnson urged Hubert Humphrey to choose this man as his running mate, saying, ""He answers your problems with Nixon."" For 10 points each: [10h] Name this senator who succeeded Oren E. Long in 1962. This politician called the government ""shadowy"" and ""free from all checks and balances."" ANSWER: Daniel Ken Inouye (""ee-NO-ay"") [10e] Inouye was the longest-serving senator from this state and was one of its first representatives after its statehood in 1959, the last to join the union. ANSWER: Hawaii [or HI] [10m] Inouye voted against a resolution leading to this war, which cited a country's ""brutal repression of its civilian population."" A vial of anthrax was presented before the UN to get support for this war. ANSWER: Iraq War [accept answers referring to the war in Iraq or US invasion of Iraq or US occupation of Iraq; accept Second Iraq War; accept Second Gulf War or Gulf War II; prompt on War on Terror; reject ""Gulf War""] <Abhinav Rachakonda, History - American - 1945+> ~26120~ <Editor: Noah Sheidlower>"
2090639616,test,Mary Lamb,Literature:British,"9. In a preface, this author states that boys are ""permitted the use of their fathers' libraries at a much earlier age than girls."" For 10 points each: [10h] Name this author of ""The Sailor Uncle"" and ""The Changeling"" in Mrs. Leicester's School. This woman is called ""Cousin Bridget"" in Essays of Elia, a collection by her brother Charles. ANSWER: Mary Lamb [10e] Mary Lamb collaborated with her brother on a collection of Tales from this author, adapting works like Pericles and Timon of Athens into prose for children. ANSWER: William Shakespeare [accept Tales from Shakespeare] [10m] Charles and Mary Lamb corresponded with a pair of siblings with this last name. One of these siblings kept the Grasmere Journal and may be the basis for the Lucy poems. ANSWER: Wordsworth [accept William Wordsworth or Dorothy Wordsworth] <Jaimie Carlson, Literature - British - Other> ~26085~ <Editor: Jaimie Carlson>"
3305070357,test,Dreamtime,RMP:World_Mythology,"10. A now-defunct festival featuring performances of A Midsummer Night's Dream and Waiting for Godot celebrated this legendary event, which embodies the concept of ""Everywhen."" For 10 points each: [10m] Name this mythological period of creation in which ""songlines"" and Uluru were formed. ANSWER: Dreamtime [or the Dreaming; or Tjukurrpa; or Alchera or Alcheringa] [10e] The creation of ""Songlines"" and Uluru during the Dreamtime appears in the stories of these native Australian peoples. ANSWER: Aboriginal Australians [or Aborigines; prompt on indigenous Australians] [10h] The creation of Uluru during the Dreamtime occurred when this woman, who carried eggs around her neck, battled the poisonous snake Liru. This woman is often depicted as a woma python. ANSWER: Kuniya [or Kuniya Woman; prompt on Wanampi] <Sinecio Morales, RMP - World Mythology> ~26053~ <Editor: Sinecio Morales>"
