Question ID,Fold,Answer,Category,Text
119482909,test,gifts,Social_Science:Anthropology,"11. Art cannot function without this concept but can function without a market, according to a Lewis Hyde book featuring a section claiming it ""Must Always Move."" The relationship between this concept and domination is used to analyze its ""Gender"" in a book by Marilyn Strathern that builds on an earlier work's discussion of these things' ""spirit"" that creates a bond called hau among the Maori. A work titled for this concept describes it as (*) ""total prestation"" and argues that reciprocity is expected. That book by Marcel Mauss contrasts commodity exchange with the exchange of these things in systems like kula and potlatch. A namesake ""economy"" describes providing, for 10 points, what goods that lack an agreement for reward? ANSWER: gifts [accept gift exchange or gift economy; accept The Gift or Essay on the Gift; accept don or Essai sur le don; accept The Gender of the Gift; accept ""The Gift Must Always Move""; prompt on exchange until read] <Sinecio Morales, Social Science - Anthropology> ~31161~ <Editor: Joseph Chambers>"
2400383139,test,Ecuador,Geography:World,"12. In 1987, two earthquakes struck on the same day in this country's Coca Valley, now home to the sinkhole-plagued Coca Codo Sinclair Dam. The ancient Cañari city of Tumebamba in this modern-day country sat at the confluence of four rivers and is mostly buried under its city of Cuenca. This country's most populous city is on the west bank of the largest Pacific-discharging river in South America. Tourists can head to the Teleférico district in this country's capital to take a gondola up the (*) Pichincha Volcano. Another volcano in this country is home to the farthest point from the Earth's center and can be seen from Guayaquil. For 10 points, name this country home to Cotopaxi and Chimborazo, whose capital is Quito. ANSWER: Ecuador [or Republic of Ecuador] <Michael Bentley, Geography - World> ~31055~ <Editor: Michael Bentley>"
1345869624,test,A Streetcar Named Desire,Literature:American,"13. One man in this play ""sucks on a cigar all day because he can’t suck a teat,"" according to staging notes by Elia Kazan. This play’s author described pouring chocolate on a steak before writing this play in ""The Catastrophe of Success."" A woman in this play picks up a scarf, tells a man he looks like a prince from the Arabian Nights, and covers a light with a (*) paper lantern, after a ""blue piano"" plays. The Varsouviana polka in this play reminds a woman of her husband Allen Grey, who kills himself after a gay affair. A woman in this play says ""I have always depended on the kindness of strangers"" after she is raped by a man who yells ""STELLA!"", Stanley Kowalski. For 10 points, name this Tennessee Williams play about Blanche DuBois (""doo-BWAH""). ANSWER: A Streetcar Named Desire [prompt on The Poker Game by asking ""what was its later title?""] <Jaimie Carlson, Literature - American - Drama> ~31325~ <Editor: Jaimie Carlson>"
2595617927,test,bridges (Aeroelastic flutter caused the collapse of the Tacoma Narrows Bridge nicknamed “Galloping Gertie.”),Science:Other_Science,"14. Simple examples of these structures can be incrementally launched. Joseph B. Strauss pioneered the “bascule” type of these structures and assisted in the construction of one of these non-vehicular structures that provides a textbook example of aero·elastic flutter. Scour holes are dug around these structures’ (*) abutments. Little falsework is used when building these structures with the cantilever method. In one type of these structures, fan-shaped ""stays"" distribute compression throughout the deck and girders. The distance between these structures' supporting piers is their span, which is maximized by their “suspension” type. For 10 points, name these structures used to drive across rivers. ANSWER: bridges [accept suspension bridges or bascule bridges; prompt on piers or abutments or arches or girders until they are respectively read by asking ""what larger structures do they support?""] (Aeroelastic flutter caused the collapse of the Tacoma Narrows Bridge nicknamed “Galloping Gertie.”) <Sean Farrell, Science - Other Science> ~29672~ <Editor: David Bass>"
1849373495,test,Galileo,"History:Cross,_Historiography,_and_Miscellaneous","15. This man outlined his views about the Doctrine of Accommodation in a text written to Grand Duchess Christina. A military device that this man first demonstrated alongside Paolo Sarpi was preceded by one by Hans Lipperhey and was key to his writing Sidereus nuncius. Views advocated for by Urban VIII are related by the character of Simplicio in a book by this man that led to a trial where he supposedly muttered, ""And (*) yet it moves."" This lecturer at the University of Padua had his Dialogue Concerning the Two Chief World Systems placed on the Index of Forbidden Books for its sympathetic treatment of Copernicus's heliocentric system. For 10 points, name this scientist who used a telescope to discover the moons of Jupiter. ANSWER: Galileo [or Galileo di Vincenzo Bonaiuti de' Galilei] <Michael Bentley, History - Cross, Historiography, and Miscellaneous> ~31056~ <Editor: Michael Bentley>"
2455466213,test,Gustav Mahler's Symphony no. 5 in C-sharp minor,Fine_Arts:Music,"16. This symphony's second movement begins ""stormily"" in A minor but climaxes with a D major brass chorale that reappears near the end of its rondo finale. This symphony's scherzo (""SKAIRT-so"") opens with four horns playing ""D - F-sharp - long low A,"" then running up to a high B as the obbligato horn enters. The fourth of this symphony's five movements is in F major and scored for strings and solo harp. A solo trumpet plays a (*) ""short-short-short-long"" rhythm on C-sharp to open this symphony's first movement Trauermarsch, or funeral march. This symphony's adagietto is often said to be a love song to its composer's wife Alma. For 10 points, the ""Tragic"" symphony was written after what symphony that began Gustav Mahler's middle period? ANSWER: Gustav Mahler's Symphony no. 5 in C-sharp minor [or Gustav Mahler's 5th Symphony; prompt on Symphony no. 5 until ""Mahler"" is read and accept after] <Forrest Weintraub, Fine Arts - Music - Romantic> ~31152~ <Editor: Forrest Weintraub>"
437960248,test,electron microscopy,Science:Chemistry,"17. Gerry Danilatos pioneered an ""environmental"" form of this technique in which water vapor is admitted into the sample chamber. In this technique, capturing ""backscatter"" instead of ""secondary"" particles emphasizes differences in atomic number rather than surface topology. Prior to this technique, samples can be coated in palladium or carbon to avoid charging. Dubochet, Frank, and Henderson won a 2017 Nobel Prize for pioneering the use of (*) vitreous ice in the ""cryogenic"" form of this technique, which has partially supplanted X-ray crystallography for determining protein structure. For 10 points, name this technique with ""scanning"" and ""transmission"" types that images samples with negatively charged particles. ANSWER: electron microscopy [or EM or scanning electron microscopy or SEM or transmission electron microscopy or TEM or cryogenic electron microscopy or cryo-EM or environmental scanning electron microscopy or ESEM; prompt on microscopy] <David Bass, Science - Chemistry> ~31258~ <Editor: June Yin>"
65798400,test,Saki,Literature:British,"18. In a story by this author, Laura torments her friend Amanda after being reincarnated as an otter. A boy created by this author decides that a Houdan hen is an Anabaptist, which he thinks is ""dashing and not very respectable,"" and says another animal has ""red thoughts and his teeth were white."" A party decides to kill a cat who knows their secrets after it learns to talk in this author's story (*) ""Tobermory."" In a story by this man, Vera tells her family that Mr. Nuttel was hunted in the Ganges by a ""pack of pariah dogs"" to create ""Romance at short notice."" The sickly boy Conradin prays for a ferret to kill Mrs. de Ropp in a story by this author. For 10 points, name this author of ""The Open Window"" and ""Sredni Vashtar."" ANSWER: Saki [or Hector Hugh Munro] <Jaimie Carlson, Literature - British - Short Fiction> ~30527~ <Editor: Jaimie Carlson>"
2976656060,test,Little Rock Nine,History:American,"19. A member of this group described having flaming paper dropped on her in a bathroom stall in the memoir Warriors Don't Cry. Will Counts took the ""scream image"" of a member of this group, Elizabeth Eckford. Virgil Blossom's ""Blossom Plan"" led to an event involving members of this group including Melba Beals and Ernest Green, whose consequences included the suit that led to Cooper v. Aaron six months later. (*) Paratroopers in the 101st Airborne Division were sent to protect this group by Dwight Eisenhower after Orval Faubus called in the National Guard, violating the ruling in Brown v. Board. For 10 points, what group of African-American students were initially blocked from entry to their Arkansas high school? ANSWER: Little Rock Nine [prompt on descriptions of the students who integrated Little Rock Central High School] <Rohan Kher, History - American - 1945+> ~30040~ <Editor: Noah Sheidlower>"
493522947,test,coffins (The Jan Assmann book is Death and Salvation in Ancient Egypt.),RMP:World_Mythology,"20. Inscriptions on these objects are used to describe a concept ""as Mystery"" and ""as Return"" in a book partially titled for ""salvation"" by Jan Assmann. A collection of compositions named for these objects includes elaborate depictions of the Paths of Rostau and Field of Offerings in its Book of Two Ways. Spells protecting transmigration of the akh appear in those texts named for these objects. In Plutarch's retelling, one of these objects (*) secretly designed for Isis' husband is displayed at a banquet for the guests to try. Osiris floats along the Nile after Set tricks him into getting sealed inside one of these objects. For 10 points, name this general type of object Howard Carter found King Tut stored inside. ANSWER: coffins [accept sarcophagus or sarcophagi; accept Coffin Texts; prompt on less specific answers like boxes or containers] (The Jan Assmann book is Death and Salvation in Ancient Egypt.) <Lalit Maharjan, RMP - World Mythology> ~30038~ <Editor: Sinecio Morales>"
792310438,test,scientific method,RMP:Philosophy,"21. This concept is preferred to alternatives based on tenacity, a priori, and authority in C. S. Peirce's (""purse's"") essay ""The Fixation of Belief."" This concept titles a 1975 book in which the slogan ""anything goes"" is used to advocate for ""epistemological anarchism."" Paul Feyerabend titled a book Against this concept, which was first developed in a book describing four fallacies called ""idols"" of locations like ""the (*) marketplace"" and ""the cave."" Verifiability is rejected as a standard for this process by Karl Popper, a proponent of falsifiability. An inductivist form of this process was formalized in the book Novum Organum by Francis Bacon. For 10 points, name this process of developing and experimentally testing hypotheses. ANSWER: scientific method [or method of science; accept scientific discovery; accept The Logic of Scientific Discovery; accept the Baconian method until ""Bacon"" is read; prompt on science; prompt on method; prompt on Against Method] <Aum Mundhe, RMP - Philosophy> ~29532~ <Editor: Aum Mundhe> NSC 2025 - Round 22 (Finals 1) - Bonuses"
889506957,test,medical doctors,Social_Science:Sociology,"1. Ivan Illich argued that industrial society's over-reliance on people in this profession causes harm through the process of iatrogenesis. For 10 points each: [10e] Name this profession whose ethical standards are upheld through the Hippocratic oath. ANSWER: medical doctors [or physicians] [10h] Illich's views disagree with those of this sociologist, whose concept of the ""sick role"" includes an obligation to visit doctors. This sociologist developed the AGIL paradigm in his book The Structure of Social Action. ANSWER: Talcott Parsons [10m] According to Parsons, people in the ""sick role"" oxymoronically exhibit a ""sanctioned"" example of this type of behavior, which is categorized as the violation of social norms. ANSWER: deviance [accept word forms like deviant behavior; accept sanctioned deviance] <Aum Mundhe, Social Science - Sociology> ~26114~ <Editor: Joseph Chambers>"
2596413481,test,Die Moldau,Fine_Arts:Music,"2. In this tone poem, second violins and violas lead a metric modulation to a section in 2/4 time depicting a farmer's wedding. For 10 points each: [10h] Name this tone poem that begins in 6/8 time with the second flute playing a fragment of an E minor scale. One of its themes is based on the 17th-century madrigal ""La Mantovana."" ANSWER: Die Moldau [or The Moldau; or Vltava] [10m] Die Moldau is part of this cycle of six tone poems by Bedřich Smetana depicting locations and events in modern-day Czechia. ANSWER: Má vlast [or My Fatherland or My Country or My Homeland] [10e] The first tone poem in Má vlast, Vyšehrad (""vee-SHEH-rahd""), begins with a duet in which one of these instruments plays block chords while another plays arpeggios. This instrument's 47 strings are plucked with both hands. ANSWER: harp [or pedal harp; or concert harp; or double-action harp] <Forrest Weintraub, Fine Arts - Music - Romantic> ~26038~ <Editor: Forrest Weintraub>"
3747538412,test,Karnaugh maps,Science:Math_and_Computer_Science,"3. These diagrams are used to minimize the number of logic gates on hardware systems. For 10 points each: [10h] Name these diagrams consisting of Gray-coded truth tables that are used for manual implementation of the Quine–McCluskey algorithm. Grouping cells of these diagrams into implicants assists with Boolean minimization. ANSWER: Karnaugh maps [accept K-maps or Karnaugh–Veitch maps; prompt on Marquand diagrams or Marquand–Veitch diagrams or Svoboda charts by asking ""what is the more common name?""; prompt on KM] [10m] The number of terms in a minterm group of a Karnaugh map is one of these numbers. In binary, these numbers are represented with precisely one digit set to one. ANSWER: powers of two [accept two to the n] [10e] The Karnaugh map representing this function is a two-by-two grid with only one zero cell, since this Boolean function asserts true when one or both of its inputs are true. ANSWER: OR [accept OR gate] <Jeffrey Liu, Science - Math and Computer Science> ~25768~ <Editor: David Bass>"
3726133595,test,"""Ain't I a Woman?""",Literature:American,"4. Frances Gage's recording of this speech inaccurately rendered it in dialect and added the phrase for which it is commonly titled. For 10 points each: [10m] Name this speech, whose speaker declared, ""I have plowed and reaped and husked and chopped and mowed, and can any man do more than that?"" ANSWER: ""Ain't I a Woman?"" [10e] This abolitionist speaker gave the speech ""Ain't I a Woman?"" ANSWER: Sojourner Truth [or Isabella Baumfree] [10h] Truth corresponded with this author of An Appeal in Favor of that Class of Americans Called Africans, who is better known for writing “The Quadrooms” and the poem ""Over the River and Through the Woods."" ANSWER: Lydia Maria Child [or Lydia Maria Francis] <Jaimie Carlson, Literature - American - Misc> ~25444~ <Editor: Jaimie Carlson>"
1379145830,test,Damascus,"History:Cross,_Historiography,_and_Miscellaneous","5. Identify the following about coffeehouses, for 10 points each. [10m] The first coffeehouses were founded in this city, from which they spread rapidly throughout the Ottoman Empire and into Europe. Europeans mistakenly thought that steel with wavy patterns originated from this city. ANSWER: Damascus [or Dimašq] [10e] Lloyd’s of London, a company now in this industry, was founded as a coffeehouse. Astronomer Edmund Halley developed the first table used in the ""life"" subfield of this industry. ANSWER: insurance [or reinsurance or ship insurance or life insurance or life assurance] [10h] This philosopher claimed that coffeehouses and salons were centers of ""rational-critical debate"" in early modern Europe. This philosopher attacked Ernst Nolte's ""apologistic"" history of the Nazi era in the Historikerstreit. ANSWER: Jürgen Habermas <Forrest Weintraub, History - Cross, Historiography, and Miscellaneous> ~25533~ <Editor: Michael Bentley>"
3473120873,test,Hilary Mantel (The quote is from Thomas Cromwell in a Mantel novel.),Literature:British,"6. The title curate magically keeps a whiskey bottle full during a weekend of drinking with the faithless priest Angwin in this author's novel Fludd. For 10 points each: [10h] Name this author, who described her Catholic school upbringing in Giving Up the Ghost. This author fictionalized a man who states the world is not run ""from the castle walls, but from counting houses."" ANSWER: Hilary Mantel [or Hilary Mary Mantel] (The quote is from Thomas Cromwell in a Mantel novel.) [10m] Hilary Mantel broke with literary tradition by her positive depiction of Thomas Cromwell in a historical trilogy starting with this novel. ANSWER: Wolf Hall [10e] In contrast to Cromwell, Wolf Hall negatively depicted Thomas More, the author of this 1516 political allegory about an ideal society. ANSWER: Utopia <Jaimie Carlson, Literature - British - Long Fiction> ~26087~ <Editor: Jaimie Carlson>"
3541546454,test,moving to a new house,Current_Events:U.S.,"7. Description acceptable. A 2025 book by Yoni Appelbaum examines declining rates of this activity in the US. For 10 points each: [10e] ""Golden handcuffs"" of low mortgage interest rates are contributing to fewer Americans engaging in what activity, central to Zillow's business model? ANSWER: moving to a new house [or selling a house or buying a new house or engaging in the real estate or property market; accept answers such as relocating or moving to a new city or state or house or apartment or home] [10m] In 2021, a Victorian house near this city's iconic Painted Ladies was moved to make room for an apartment complex. Zoning reforms were part of Mayor London Breed's efforts to alleviate this city's housing crisis. ANSWER: San Francisco [or SF] [10h] Constructing more housing is part of an ""agenda"" of this name. A 2025 book co-authored by Ezra Klein with this name demands ""a liberalism that builds."" ANSWER: Abundance [accept Abundance Agenda or Abundance Liberalism] <Michael Bentley, Current Events - U.S.> ~25971~ <Editor: Michael Bentley>"
3429503411,test,Ekalavya,RMP:World_Mythology,"8. This figure is forced to give up his right thumb in observance of guru·dakshina. For 10 points each: [10h] Name this prince of the Nishada tribe who claims to have learned archery from Dronacharya after studying for years from a statue of him. ANSWER: Ekalavya [or Eklavya] [10m] Eklavya's prowess is discovered when he shoots multiple arrows in the mouth of a dog owned by these figures without killing it. The twin children of the Ashvins are part of this group, who are exiled after losing a rigged game of dice. ANSWER: Pandavas [or Pandava brothers; accept sons of Pandu] [10e] The story of Eklavya appears in this Hindu epic about the Kurukshetra War that contains the Bhagavad Gita. ANSWER: the Mahābhārata [or the Mahābhāratam] <Sinecio Morales, RMP - World Mythology> ~26125~ <Editor: Sinecio Morales>"
3535896163,test,glass transition,Science:Chemistry,"9. The temperature at which this process occurs is inversely proportional to molecular weight by the Flory–Fox equation. For 10 points each: [10h] Polymers in a material can experience conformational changes in finite time after undergoing what process? This process corresponds to a ""step"" in the plot of a signal during differential scanning calorimetry. ANSWER: glass transition [or the glass-liquid transition; prompt on descriptions of glass becoming rubbery or viscous or liquid or fluid or vice versa; accept glass transition temperature; prompt on second-order phase transition or answer indicating a phase change] [10e] The glass transition causes an increase in a material's value of this quantity, the amount of energy it takes to raise a material's temperature by one degree. ANSWER: heat capacity [or specific heat capacity or molar heat capacity; prompt on c; reject ""heat""] [10m] Above the glass transition temperature, rubber elastomers maintain a solid structure due to these bonds between polymer chains. ANSWER: cross-links [or cross-linking or cross-linkages; prompt on links or linking or linkages; prompt on covalent bonds or covalent linkages] <Forrest Weintraub, Science - Chemistry> ~26117~ <Editor: June Yin>"
4112612626,test,Hindenburg,History:American,"10. 1930s newsreels often failed to directly capture newsworthy events. For 10 points each: [10e] One exception was when a camera capturing routine footage of a mooring at Lakehurst, New Jersey, caught the fiery destruction of this zeppelin, named for a German field marshal. ANSWER: Hindenburg [or LZ 129 Hindenburg; accept D-LZ 129; accept Paul von Hindenburg] [10h] A $5,000 bounty by Universal Newsreel to capture this event on camera went unclaimed. A failed attempt at this action began after Melvin Purvis lit his cigar outside the Biograph Theater in Chicago in 1934. ANSWER: arrest of John Dillinger [or capture of John Dillinger; prompt on an arrest or capture by asking ""of whom?""] [10m] A newsreel series with this last word in its title often used dramatic reenactments. This word titles a publication founded in 1923 that Henry Luce published, in addition to Life. ANSWER: time [accept The March of Time or Time magazine] <Michael Bentley, History - American - 1865-1945> ~24745~ <Editor: Noah Sheidlower>"
2379462641,test,far field,Science:Physics,"11. In antenna theory, this regime holds beyond a distance defined as either twice wavelength or twice dimension-squared over wavelength. For 10 points each: [10h] Name this regime in which the angular field distribution is independent of distance from the antenna. In this regime, diffraction is modeled as the result of in-phase plane waves. ANSWER: far field [prompt on answers describing being far away from the source or having large distance from the source; prompt on Fraunhofer diffraction] [10m] Receiving antennae are contrasted with antennae that perform this process. This process, whose coefficient equals one minus the reflection coefficient, precedes power distribution in namesake ""lines."" ANSWER: transmission [accept word forms like transmitting; accept transmission lines] [10e] Power patterns of antennae are often given in this log-scale unit. This is the typical unit for the volume of sound. ANSWER: decibels [prompt on dB] <David Bass, Science - Physics> ~26109~ <Editor: David Bass>"
237374758,test,baking them into a pie,Literature:World_and_Miscellaneous,"12. Description acceptable. In one play, two men who dress up as the spirits of Rape and Murder are killed by its title character before being subjected to this action. For 10 points each: [10h] Describe this action, which that character performs to desecrate the corpses of Demetrius and Chiron in revenge for their violent mutilation of his daughter Lavinia. ANSWER: baking them into a pie [or equivalents; prompt on descriptions of cooking or eating them that do not mention ""pie"" by asking ""into what food?""] [10m] To write Titus Andronicus, Shakespeare likely drew from this Roman tragedian's play Thyestes, whose title character is fed pies made from his sons to avenge an affair with his brother's wife. ANSWER: Seneca the Younger [or Lucius Annaeus Seneca] [10e] In the Victorian penny dreadful The String of Pearls, Mrs Lovett makes pies from the victims of this serial killer, the ""Demon Barber of Fleet Street"". ANSWER: Sweeney Todd [or Sweeney Todd] <Jamie Burchett, Literature - World and Miscellaneous> ~26115~ <Editor: Jim Fan>"
3502798843,test,theaters,History:European,"13. Answer the following about items falling on the heads of Ancient Greeks. For 10 points each: [10e] Draco died after being suffocated with the hats, shirts, and cloaks of his supporters in one of these locations. Many of Aeschylus' plays were performed at an Athenian one of these places. ANSWER: theaters [accept theatron or theatra; accept amphitheater; prompt on stage] [10h] Tarquinius Priscus, whose father's origin in this city prevented him from holding office in Etruria, had an eagle drop a cap on his head in Rome. Lucius Mummius Achaicus destroyed this city. ANSWER: Corinth [or Kórinthos] [10m] This Greek king was killed after an old woman dropped a roof tile on his head in Argos. This man, the first to use war elephants against Rome, defeated the Romans at Heraclea and Asculum. ANSWER: Pyrrhus of Epirus <Abhinav Rachakonda, History - European - Classical> ~25776~ <Editor: Noah Sheidlower>"
2985680088,test,Saint Augustine of Hippo,RMP:Philosophy,"14. Ludwig Wittgenstein's Philosophical Investigations begins with this philosopher's account of learning language as a child. For 10 points each: [10e] Name this author who wrote about his conversion from Manichaeism to Christianity in his Confessions. ANSWER: Saint Augustine of Hippo [or Aurelius Augustinus Hippoensis] [10m] In De doctrina christiana, Augustine outlines an early theory of this field by contrasting ""things"" with the signs that represent them. This field is the study of how signs communicate meaning. ANSWER: semiotics [or semiology] [10h] Augustine called lying sinful because it goes against language's purpose as a communicative medium in a work titled for this Greek word for ""handbook,"" which also titles a work by the Stoic philosopher Epictetus (""EP-ick-TEE-tuss""). ANSWER: Enchiridion (""EN-kye-RID-ee-on"") [accept The Enchiridion on Faith, Hope, and Love] <Aum Mundhe, RMP - Philosophy> ~26073~ <Editor: Aum Mundhe>"
