Question ID,Fold,Answer,Category,Text
1432769950,test,W. E. B. Du Bois,RMP:Philosophy,"11. This thinker was described as a ""Jamesian Organic Intellectual"" by Cornel West, who reads this thinker as a central member of the pragmatist canon. A field pioneered by historian David Roediger builds on this thinker's argument that a certain status functions as a ""psychological wage."" This thinker described ""a sort of seventh son, born with a veil"" whose gift of ""second-sight"" causes them to have the ""sense of always looking at one's (*) self through the eyes of others."" This author analyzed ""sorrow songs"" in a book that calls the ""color-line"" the ""problem of the twentieth century,"" which the ""talented tenth"" may solve. For 10 points, name this thinker who wrote about ""double consciousness"" in The Souls of Black Folk. ANSWER: W. E. B. Du Bois [or William Edward Burghardt Du Bois] <Jordan Brownstein, RMP - Philosophy> ~25024~ <Editor: Aum Mundhe>"
2645152303,test,xylophone,Fine_Arts:Music,"12. The opening of the overture to Porgy and Bess is a common audition excerpt for this instrument. The only instrument in a standard concert band to use a grand staff is a type of this instrument developed by enslaved Africans in Guatemala. The West African balafon is a type of this instrument that uses gourds as resonators. One of these instruments called the gambang kayu accompanies gongs in gamelan. Camille Saint-Saëns quoted his (*) Danse Macabre on this instrument in a movement depicting ""Fossils."" A grip originally developed for the vibraphone allows players of these instruments to play four notes at once. For 10 points, the marimba is a type of what instrument whose players strike wooden bars with mallets? ANSWER: xylophone [accept balafon or marimba until each is read; accept mallet percussion; accept metallophones; prompt on percussion] <Ganon Evans, Fine Arts - Music - Miscellaneous> ~25715~ <Editor: Forrest Weintraub>"
3776777970,test,Doctor Zhivago,Literature:European,"13. In this novel, a character gambles all the money pooled by his fellow cadets for the purchase of a leaving present for the head of their academy. In this novel's epilogue, two old friends read from an album containing the phrase ""To live life to the end is not a childish task."" This novel begins with its protagonist attending his mother's funeral with his uncle Nikolai. This novel's protagonist's brother (*) Evgraf collects his poems, including ""Hamlet."" In this novel, Liberius commands a group of partisans called the Forest Brotherhood, who capture its title character after he has an affair with Lara during the Russian Civil War. For 10 points, name this novel about the physician Yuri, written by Boris Pasternak. ANSWER: Doctor Zhivago [or Doktor Zhivago] <Ridge Ren, Literature - European - Long Fiction> ~21102~ <Editor: Joseph Krol>"
2125277501,test,success probability,Science:Math_and_Computer_Science,"14. Estimates of this quantity can be expressed as being within the asymmetric Wilson score interval. Laplace smoothing contributes beta-distributed prior weight to estimates of this quantity. This quantity converges to, but still does not equal, a maximal value in the sunrise problem. The logit (""LOW-jit"") function evaluates to the logarithm of this quantity over one minus this quantity. This quantity is the sole (*) parameter of the geometric distribution and the Bernoulli distribution. This quantity is estimated as the number of successes over the number of trials. This quantity and sample size parametrize the binomial distribution. For 10 points, name this quantity between zero and one that is used to calculate odds. ANSWER: success probability [or binomial probability or success proportion or binomial proportion; prompt on p or theta] <David Bass, Science - Math and Computer Science> ~29620~ <Editor: David Bass>"
3268484056,test,Haymarket Square riot,History:American,"15. In this event's aftermath, Attorney General Julius Grinnell declared, ""Make the raids first and look up the law afterwards."" Using a device hidden in a cigar, Louis Lingg killed himself before he could be executed for causing this event. Shortly before this event, the editor of the newspaper Arbeiter-Zeitung gave a speech from Crane's Alley. People convicted of carrying out this event were (*) pardoned by Governor John P. Altgeld. A day before this event, speaker August Spies (""SPEES"") rallied with people locked out of the McCormick Harvesting Works. This 1886 event occurred during a workers' strike for an eight-hour workday. For 10 points, name this event in which a bomb was thrown at policemen in Chicago. ANSWER: Haymarket Square riot [or Haymarket affair or Haymarket massacre or Haymarket incident or Haymarket riot] <Michael Bentley, History - American - 1865-1945> ~30162~ <Editor: Noah Sheidlower>"
2640045031,test,transgender people,Current_Events:World,"16. A 2024 report about these people highlighted poor record keeping at GIDS. The High Court's judgment concerning these people in the now-overturned case Bell v. Tavistock was opposed by organizations like Mermaids. A 2023 law benefiting these people was vetoed by the UK government's first-ever use of Section 35 of the Scotland Act. (*) WPATH (""W-PATH"") has criticized a 2024 study concerning these people that was led by Hilary Cass. Keir Starmer opposes these people's right to self-ID. The NHS treats these people in segregated clinics with years-long waiting lists and in 2024 banned the puberty blockers some receive. For 10 points, J. K. Rowling opposes some rights of what people, whose gender differs from their sex assigned at birth? ANSWER: transgender people [accept transgender women or transgender men or nonbinary people; accept transgender children; accept transsexuals; prompt on LGBTQ or queer people; prompt on children or young people or teenagers; reject ""gay people""] <Forrest Weintraub, Current Events - World> ~30197~ <Editor: Michael Bentley>"
3724427909,test,humans,RMP:Other_Religion,"17. A holiday whose name concatenates these beings and ""Light"" was deliberately established to be two days before Christmas. Thomas Huxley denounced a positivist religion named for these beings as ""Catholicism minus Christianity."" Years after discussing root races of these beings in Atlantis and Lemuria, Rudolf Steiner left the Theosophical Society to found a society named for these beings' wisdom. Paul Kurtz contributed to a manifesto for an anti-religious (*) ""secular"" movement centered on these beings. An ""Oration on the Dignity of"" these beings by Pico della Mirandola relates a Renaissance philosophical ideology centering on them. For 10 points, name these beings that include religious prophets like Moses. ANSWER: humans [or humanity or Homo sapiens; accept mankind; accept Oration on the Dignity of Man; accept secular humanism; accept Religion of Humanity; accept HumanLight; accept people or persons; prompt on anthroposophy] <Sinecio Morales, RMP - Other Religion> ~31166~ <Editor: Sinecio Morales>"
542258199,test,plasma membranes,Science:Biology,"18. Taib et al. 2020 argues that the loss of a type of these structures evolved repeatedly in Terrabacteria. A cysteine in the N-terminal head of Lpp secures it to one of these structures. These structures can feature beta-barrel-shaped proteins like OmpF. Lipid A and O antigen appear in the lipopolysaccharides that jut out from one of these structures. Electroporation alters these structures, which are penetrated by (*) porins, in order to promote transformation. The presence of an ""outer"" one of these structures in addition to the ""inner"" one typically implies Gram-negativity. For 10 points, name these semipermeable lipid bilayers that compose the bacterial cell envelope alongside the cell wall. ANSWER: plasma membranes [or cell membranes or bacterial cytoplasmic membranes or outer membranes or inner membranes; prompt on lipid bilayers until read; prompt on OMs or or IMs] <David Bass, Science - Biology> ~30603~ <Editor: David Bass>"
1234975461,test,Louis-Philippe I,History:European,"19. During this king's reign, a play modernizing a legend from a past war popularized the term chauvinism. This king's second son led a successful siege of Constantine instead of his heir, who had been hurt fighting Abdelkader's forces. The Communist Manifesto describes a ""holy alliance"" between Klemens von Metternich and this king's minister François Guizot (""fran-SWAH gee-ZOH""). This king's predecessor's attempted conquest of (*) Algeria was completed during this king's rule, which immediately preceded the Second Republic. This king established a limited monarchy after the ""three glorious days"" depicted in Eugène Delacroix's (""oo-ZHEN deh-lah-KWAHZ"") Liberty Leading the People. For 10 points, the July Revolution installed what ""Citizen King"" from the House of Orléans? ANSWER: Louis-Philippe I [prompt on the Citizen King until read; reject ""Louis"" or ""Philippe""] <Forrest Weintraub, History - European - 1500-1900> ~29959~ <Editor: Noah Sheidlower>"
1244485071,test,e. e. cummings,Literature:American,"20. One poem by this author states ""as freedom is a breakfastfood / or truth can live with right and wrong."" One poem by this author mocks women who ""believe in Christ and Longfellow, both dead."" One poem by this man ends ""He spoke. And drank rapidly a glass of water"" after a speech about ""heroic happy dead"" who ""did not stop to think they died instead."" This author of (*) ""the Cambridge ladies who live in furnished souls"" drove an ambulance in World War I, inspiring his novel The Enormous Room. One poem by this author of ""next to of course god america i"" asks ""how do you like your blue-eyed boy / Mister Death."" For 10 points, name this author of ""Buffalo Bill's"" and ""anyone lived in a pretty how town,"" known for using lowercase.  ANSWER: e. e. cummings [or Edward Estlin Cummings] <Jaimie Carlson, Literature - American - Poetry> ~30389~ <Editor: Jaimie Carlson>"
2229728488,test,attempted assassination of Ronald Reagan,History:American,"21. Description acceptable. A law passed in response to this event created the NICS but was found to violate the Tenth Amendment in Printz v. US. The character of ""Brass"" Bancroft inspired Jerry Parr to join a group central to this event, after which Joan Quigley was hired. A two-word quip referencing this event triggered uproarious applause after a balloon popped during a speech in West Berlin. The Brady Bill was named for a man (*) wounded during this event, after which Alexander Haig claimed, ""I am in control here."" The target of this event joked, ""Honey, I forgot to duck,"" to his wife Nancy. To impress Jodie Foster, John Hinckley Jr. perpetrated, for 10 points, what event that failed to kill the US president in 1981? ANSWER: attempted assassination of Ronald Reagan [or shooting of Ronald Wilson Reagan; or attempt on Ronald Reagan's life; prompt on partial answers; reject answers suggesting it was successful] (Reagan had played Secret Service agent ""Brass"" Bancroft as an actor. Reagan's two-word quip was ""Missed me."") <Cooper Roh, History - American - 1945+> ~29722~ <Editor: Noah Sheidlower> NSC 2025 - Round 12 - Bonuses"
3598608679,test,Tom Wolfe (The book that was mocked is From Bauhaus to Our House.),Literature:American,"1. Kurt Vonnegut lampooned this man as a “jangling journalist” in a review with the passage, ""Oxymorons and serpentae carminael! ... Schlock!"" For 10 points each: [10e] Name this New Journalist who wrote a book mocked as ""What [This Author] doesn't know about modern architecture."" This man wrote The Right Stuff and Bonfire of the Vanities. ANSWER: Tom Wolfe [or Thomas Kennerly Wolfe Jr.] (The book that was mocked is From Bauhaus to Our House.) [10h] That Vonnegut quote is from his review of a Wolfe collection lengthily titled for a “kandy kolored” “tangerine flake” one of these objects made by Ed Roth and George Barris. ANSWER: cars [accept equivalents like automobiles; accept specific models of cars; prompt on vehicles; prompt on The Kandy-Kolored Tangerine-Flake Streamline Baby] (The collection was originally published under the title ""There Goes (Varoom! Varoom!) That Kandy-Kolored (Thphhhhhh!) Tangerine-Flake Streamline Baby (Rahghhh!) Around the Bend (Brummmmmmmmmmmmmmm)…"".) [10m] Wolfe was criticized as “Peeping Tom” for his novel I Am Charlotte Simmons, mainly set at one of these places. Jack Gladney works in one of these places in White Noise, and Donna Tartt's The Secret History is set at one of these places. ANSWER: college campus [accept universities; prompt on schools or campuses] <Michael Bentley, Literature - American - Misc> ~24744~ <Editor: Jaimie Carlson>"
1666948298,test,French horn,Fine_Arts:Music,"2. A score of Joseph Haydn's first concerto for this instrument is marked ""written while asleep"" to indicate where he mistakenly switched two instruments' parts. For 10 points each: [10h] Mozart's divertimento A Musical Joke is written for string quartet and two of what instrument? ANSWER: French horn [or natural horn; or corno da caccia; accept horn in F or horn in D] [10m] Only the best virtuosos of Haydn's time could play his first horn concerto because this technique, in which players fill in gaps in the harmonic series by moving their hand within the horn's bell, was not yet widespread. ANSWER: hand-stopping [or word forms like stopped horn; accept gestopft or bouché; reject ""muting"" or ""mute""] [10e] Haydn's first horn concerto features many stopped notes in a movement with this slow tempo marking that also names a Samuel Barber piece ""for strings."" ANSWER: adagio [accept Adagio for Strings] <Aum Mundhe, Fine Arts - Music - Classical> ~25023~ <Editor: Forrest Weintraub>"
3226206468,test,Sister Souljah,History:American,"3. This person lent her name to a ""moment"" in which a politician denounces an extremist person who is linked to their own party. For 10 points each: [10h] Name this social activist and rapper whose remarks, responding to the Rodney King riots, were condemned by Bill Clinton during his 1992 presidential campaign. ANSWER: Sister Souljah [or Lisa Williamson; prompt on partial answers] [10e] Clinton rebuked Sister Souljah by comparing her words to those of David Duke, a former Grand Wizard of this hood-wearing white supremacist organization. ANSWER: the Ku Klux Klan [or KKK] [10m] Clinton's criticisms of Sister Souljah were decried by this Baptist minister and civil rights activist, who twice sought the Democratic presidential nomination in 1984 and 1988. ANSWER: Rev. Jesse Jackson <Jamie Burchett, History - American - 1945+> ~24645~ <Editor: Noah Sheidlower>"
1502653417,test,9-to-3-to-3-to-1,Science:Biology,"4. This ratio of four phenotypes is skewed to 15-to-1 for duplicate genes and to 13-to-3 under dominant suppression. For 10 points each: [10h] Give the four-term ratio of phenotypes that, in Mendelian genetics, arises from a dihybrid cross of parents that are both heterozygous for two genes that cause independent phenotypes. ANSWER: 9-to-3-to-3-to-1 [accept numbers in any order] [10m] The 9-to-3-to-3-to-1 ratio is skewed by this most common exception to the law of independent assortment. This phenomenon is measured in centimorgans. ANSWER: genetic linkage [reject ""linkage disequilibrium""] [10e] Linkage is a driver of linkage disequilibrium, which is measured with this quantity. In statistics, large values of this quantity are often misinterpreted as implying causation. ANSWER: correlation [or correlation coefficient; prompt on r; prompt on r-squared or coefficient of determination] <David Bass, Science - Biology> ~25773~ <Editor: David Bass>"
2897088096,test,Shema,RMP:Jewish_Practice,"5. This prayer's second verse, ""Baruch shem k'vod malchuto l'olam va'ed,"" (""bah-ROOKH SHEM keh-VOHD mahl-khoo-TOH leh-oh-LAHM vah-ED"") does not appear in the Torah and is recited silently during normal services but read aloud on Yom Kippur. For 10 points each: [10h] Give the Hebrew name for this prayer written on scrolls that are placed in tefillin (""t'-FILL-in""). ANSWER: Shema [or ""Shema Yisrael""; or ""Shema Yisrael: Adonai eloheinu, Adonai echad""] [10e] The first full paragraph of the Shema commands doing this action to God ""with all thy heart, and with all thy soul, and with all thy might."" Leviticus 19 requires doing this action to ""thy neighbor as thyself."" ANSWER: love [or word forms like loving; or ahav; accept ""V'ahavta""] [10m] That paragraph, the V'ahavta (""vay ah-HAV-tah""), commands Jews to write the Shema on these locations, so it is written on a scroll placed inside a mezuzah. ANSWER: doorposts [or door frames; or doorjambs; accept doors] <Forrest Weintraub, RMP - Jewish Practice> ~25335~ <Editor: Sinecio Morales>"
1402799465,test,drunkenness,Literature:European,"6. The speaker warns ""Behold the time of the Assassins"" in a poem about a ""Morning"" with this quality. For 10 points each: [10m] Name this quality that titles a different Arthur Rimbaud (""ar-TOOR ram-BOH"") poem about a vehicle that goes down ""impassive Rivers."" ANSWER: drunkenness [or drunken or drunk or ivresse or ivre; accept ""The Drunken Boat"" or ""Le Bateau ivre"" or ""Drunken Morning"" or ""Morning of Drunkenness"" or ""Matinée d'ivresse""] [10e] Rimbaud's ""drunken boat"" describes ""small electric"" examples of this thing. Rimbaud's partner Paul Verlaine (""vur-LEN"") wrote a poem titled for the ""light,"" or ""clair,"" given off by this thing. ANSWER: Moon [or lune or moons or lunes; accept ""Clair de lune"" or ""Moonlight""] [10h] A poem by a different French poet, from a collection partly titled for this concept, begins ""You have to be always drunk."" That poem's author popularized the name of this concept, which refers to a melancholy of uncertain origin. ANSWER: spleen [accept Paris Spleen or Le Spleen de Paris] (The poem is by Charles Baudelaire.) <Forrest Weintraub, Literature - European - Poetry> ~24497~ <Editor: Joseph Krol>"
197155867,test,pulsars,Science:Other_Science,"7. The first one of these astronomical bodies to be discovered was initially dubbed ""little green men 1."" For 10 points each: [10m] Name these bodies, one of which is the central object of the Crab Nebula and has a 33-millisecond period. ANSWER: pulsars [prompt on neutron stars; accept optical pulsars] [10e] Scientists have speculated that energetic ""fast bursts"" of radiation from this region of the electromagnetic spectrum are emitted by ETs. LGM-1 was discovered by observing this lowest-energy form of EM radiation. ANSWER: radio waves [accept fast radio bursts or pulsating radio source] [10h] Jerry Ehman wrote this word next to a 1977 radio signal detected at OSU that was widely reported to be sent by extraterrestrial intelligence, causing the signal to be commonly named for this word. ANSWER: Wow! [accept Wow! signal] <Rohan Kher, Science - Other Science> ~24600~ <Editor: David Bass>"
373361438,test,Iceland,History:European,"8. Ninety percent of this country's women went on strike on a 1975 ""Women's Day Off."" For 10 points each: [10h] Name this country whose first female president was referred to as Vigdís. ANSWER: Iceland [or Ísland] [10e] Vigdís presided over the 1985 Reykjavik Summit, during which Ronald Reagan and this reformist Soviet premier failed to reach an agreement regulating ICBMs. This leader introduced glasnost and perestroika. ANSWER: Mikhail Gorbachev [or Mikhail Sergeyevich Gorbachev] [10m] Peace talks at the Reykjavik Summit fell apart primarily due to Reagan's insistence on continuing the development of this proposed protective system announced shortly after the ""Evil Empire"" speech. ANSWER: Strategic Defense Initiative [or the SDI, accept the Star Wars program] <Cole Hartung, History - European - 1900+> ~24774~ <Editor: Noah Sheidlower>"
689755756,test,"ink Confederate soldiers made ink by boiling rusty nails in this substance. Many Chinese paintings depict Laozi, Buddha, and Confucius tasting this substance. ANSWER: vinegar J. S. Bach wrote his scores with a corrosive ink made from tree gall and salts of this metal. Prussian blue comes from a salt of this metal that undergoes oxidation, a process that causes this metal to rust. ANSWER: iron",Other:Other_Academic_and_General_Knowledge,"9. Along with pen, paper, and a certain type of stone, this good was one of the ""four precious things of study"" in China. For 10 points each: [10m] Name this good, which could be made from a combination of ground soot and gelatin. The process of adding thick lines to comics is named for this good. ANSWER: ink [accept inking or inker or India ink or inkstone] [10h] Confederate soldiers made ink by boiling rusty nails in this substance. Many Chinese paintings depict Laozi, Buddha, and Confucius tasting this substance. ANSWER: vinegar [accept cù (""tsoo"")] [10e] J. S. Bach wrote his scores with a corrosive ink made from tree gall and salts of this metal. Prussian blue comes from a salt of this metal that undergoes oxidation, a process that causes this metal to rust. ANSWER: iron [accept iron gall ink; prompt on Fe] <Michael Bentley, Other - Other Academic and General Knowledge> ~26022~ <Editor: Michael Bentley>"
3692845658,test,Honolulu,Geography:United_States,"10. Transit systems sometimes open with isolated ""starter lines"" before the rest of the project completes. For 10 points each: [10e] 3,200 daily passengers travel on the starter line in this city, which mainly services the area around Pearl Harbor to its northwest. ANSWER: Honolulu [10m] After contractors messed up pouring concrete on a light rail line connecting this city to Mercer Island, the system started operating in its Eastside suburbs of Bellevue and Redmond in 2024. ANSWER: Seattle [10h] This city made its streetcar, called The Hop, more useful in 2024 by merging it onto a combined F-Line to serve Summerfest. You can take I-41 north from this city's Mitchell Interchange to the Fox Cities. ANSWER: Milwaukee <Michael Bentley, Geography - United States> ~24941~ <Editor: Michael Bentley>"
3713840295,test,Antigone,Literature:World_and_Miscellaneous,"11. In an adaptation of this play, Governor Carter Ross tries to stop the title character's interracial marriage, which is halted by his arrival with a corpse. For 10 points each: [10h] Name this play reworked into an ""African"" adaptation by Femi Osofisan. Kamau Brathwaite's play Odale's Choice changes this play's setting to Africa. ANSWER: Antigone [accept Tegonni: An African Antigone; prompt on Tegonni] [10e] This other Sophocles title character is reimagined as Odewale in Ola Rotimi's The Gods Are Not to Blame, in which he unknowingly marries his mother Ojuola. ANSWER: Oedipus [accept Oedipus Rex, Oedipus Tyrannus, or Oedipus the King] [10m] Congolese author Sylvain Bemba wrote an adaptation of Antigone titled for wedding candles with this title characteristic. A pioneering Nigerian literary magazine named after Orpheus with this characteristic was named after a 1948 Sartre (""sart"") essay. ANSWER: black [or noir; accept Black Orpheus or Orphée Noir; accept Black Wedding Candles for Blessed Antigone; prompt on posthumous or Noces Posthumes de Santigone] <Kevin Wang, Literature - World and Miscellaneous> ~25438~ <Editor: Jim Fan>"
612701333,test,Turkish,History:World,"12. Wolfgang von Kempelen created a fraudulent chess-playing automaton that required a mechanical person named for this ethnicity to function. For 10 points each: [10e] Eighteenth-century orientalists were fascinated with the carpet-making and fashion of what ethnicity's Ottoman Empire? ANSWER: Turkish [accept the Mechanical Turk] [10h] This Sultan of the South Indian kingdom of Mysore owned a near-life-size automaton of a tiger mauling a European man. This successor of Hyder Ali pioneered rocketry in the third Anglo-Mysore war. ANSWER: Tipu Sultan [10m] Xiao Xun (""sh'YOW SHOON"") claimed that the Hongwu Emperor found automata in the shape of tigers and dragons when destroying the palaces in this Chinese dynasty's capital of Khanbaliq. ANSWER: Yuan dynasty [or the Yuan empire; or the Great Yuan; or Dà Yuán; or Yuáncháo; or Yeke Yuwan Ulus] <Forrest Weintraub, History - World - Asian> ~25280~ <Editor: Noah Sheidlower>"
2635777532,test,combustion,Science:Chemistry,"13. When this reaction is incomplete, it can leave behind toxic intermediates like acetaldehyde and carbon monoxide. For 10 points each: [10e] Name this highly exothermic redox reaction that can occur between methane and oxygen. ANSWER: combustion [accept incomplete combustion or complete combustion] [10h] Combustion has a high activation energy because oxygen must first undergo a forbidden transition from one of these two states to the other. Atoms in these two states have a total spin of 1 and 0, respectively. ANSWER: triplet AND singlet [accept in either order] [10m] At very high temperatures, this element can react with oxygen during combustion, creating pollutants symbolized ""[this element]-O-x."" A common rocket fuel has two atoms of this element and four atoms of hydrogen. ANSWER: nitrogen [or N] (The rocket fuel is hydrazine.) <Forrest Weintraub, Science - Chemistry> ~25569~ <Editor: June Yin>"
