Question ID,Fold,Answer,Category,Text
4139194488,test,Maryam,RMP:Islam,"11. A text named for this figure is the earlier of two with sections preserved in the Birmingham manuscript. It’s not Moses, but this child of Imran may have originated the practice of ruku after being told to ""bow down in prayer with those who bow down."" This figure receives nourishment after a long journey when God creates a river and (*) dates fall from a shaken palm tree. A surah named for this figure features an opening verse containing five ""mysterious letters"" and describes Abraham leaving behind his family's idolatry. Jibreel announced the pregnancy of this “greatest woman,” the only woman referred to by name in the Quran. For 10 points, name this mother of the prophet Isa, the Arabic equivalent of Jesus. ANSWER: Maryam [or Mary; accept the Virgin Mary; accept Surah Maryam] <Sinecio Morales, RMP - Islam> ~31049~ <Editor: Sinecio Morales>"
914418461,test,Mona Lisa (Peruggia stole the Mona Lisa.),Fine_Arts:Painting,"12. The titles of this painting and Manet's Olympia are written on a black background in Jean-Michel Basquiat's painting Crown Hotel. An artist wrote an analysis of ""attacks"" of this painting after being photographed as its subject by Philippe Halsman. Prior to a 1963 tour of this painting in the US, Fernando Botero created a parody of its subject at (*) ""Age Twelve."" Nationalist beliefs about this painting motivated Vincenzo Peruggia. A ""desecration"" of this painting with a goatee and mustache is adorned with the letters ""LHOOQ"" and is by Marcel Duchamp. As of January 2025, this painting will be moved out of the Salle des Etáts due to its popularity. For 10 points, name this Leonardo da Vinci portrait of a smiling woman. ANSWER: Mona Lisa [or La Gioconda; or La Joconde; accept Mona Lisa, Age Twelve or Self Portrait Mona Lisa or Crown Hotel (Mona Lisa Black Background)] (Peruggia stole the Mona Lisa.) <Steven Yuan, Fine Arts - Painting - 1945+> ~30593~ <Editor: Ganon Evans>"
1300312302,test,weather prediction,"History:Cross,_Historiography,_and_Miscellaneous","13. Description acceptable. A glass device to aid in providing this service was popularized by HMS Beagle captain Robert FitzRoy. It's not astronomy, but a federal agency for this service led by Adolphus Greely and once part of the Army Signal Corps used human computers to crunch data. James Stagg is often credited for ""saving D-Day"" by providing this service. Eugenicist Francis Galton developed the first synoptic maps for this service. Vanguard 2 was the first (*) satellite to provide data for this service. A scale that provided data for this service was developed by Francis Beaufort. In 2017, a federal agency offering this service provided warnings to Texans about Harvey. For 10 points, name this service provided via NEXRAD Doppler radar systems. ANSWER: weather prediction [or weather forecasting; or meteorology; or weather reports; or weather warnings; accept clear knowledge equivalents for predicting the weather; prompt on wind prediction or hurricane prediction or precipitation prediction by asking ""what is the more general service?""] <Michael Bentley, History - Cross, Historiography, and Miscellaneous> ~30124~ <Editor: Michael Bentley>"
1394473678,test,neutrinos,Science:Physics,"14. Estimates obtained by observing these particles are reported with distinct values for their ""inverted"" and ""normal"" orderings. Stars can cool via the creation of these particles by direct Urca processes. A vector written in these particles' mass eigenbasis is left-multiplied by the PMNS matrix. A right-handed class of these particles that only interacts via gravity is a dark matter candidate. These particles have been observed by (*) Super-Kamiokande observatory and an underground tank containing cadmium chloride. These particles are emitted alongside positrons in beta-plus decay. These particles oscillate between electron, muon, and tau flavors. For 10 points, name these particles whose name means ""little neutron."" ANSWER: neutrinos [accept sterile neutrinos] (Normal ordering and inverted ordering are the two ways of representing the neutrino mass hierarchy.) <Forrest Weintraub, Science - Physics> ~30014~ <Editor: David Bass>"
772017364,test,Kate Chopin,Literature:American,"15. In a work by this author, a woman imagines a friend saying, ""What pretensions, Madame!"" after noting that a ""part of her life"" need not ""possess her, body and soul."" That woman in a work by this author hears a dog barking, the spurs of a cavalry officer, and bees humming while standing ""naked under the sky."" In a story by this author, a woman whispers ""Body and soul free!"" before dying of ""the (*) joy that kills"" after learning her husband is alive. A work by this author of ""The Story of an Hour"" ends with a woman reminiscing about Mademoiselle Reisz and her lover Robert's farewell letter. Edna Pontellier drowns herself in the Gulf of Mexico in a novella by this author. For 10 points, name this author of The Awakening. ANSWER: Kate Chopin [or Katherine O'Flaherty] <Jaimie Carlson, Literature - American - Misc> ~31139~ <Editor: Jaimie Carlson>"
672209964,test,dams,History:American,"16. Nancy Naumburg photographed the construction of one of these projects, the largest single cause of silicosis in US history. The Raker Act approved one of these projects first proposed by James D. Phelan. In 1947, Congress restored Ray Lyman Wilbur's original name for one of these projects, which was the Bureau of Reclamation's first major project. To criticize a rival, Harold (*) Ickes protested the name of one of these projects. Michael O'Shaughnessy oversaw one of these projects in the Hetch Hetchy valley that was opposed by the Sierra Club. Boulder City was founded while building a Depression-era one of these projects named for Herbert Hoover. For 10 points, name these barriers built on rivers to generate electricity. ANSWER: dams [accept Hoover Dam; accept O'Shaughnessy Dam; prompt on hydroelectric plants or power plants or power stations; prompt on water project or artificial lakes; prompt on tunnels by asking ""for what larger project?""] <Sean Farrell, History - American - 1865-1945> ~29706~ <Editor: Noah Sheidlower>"
2881069857,test,Polish,Literature:European,"17. In a 2022 historical novel in this language, a tubercular (""t'yoo-BURK-yoo-lur"") engineering student drinks hallucinogenic alcohol while talking with people at a health resort. The Empusium (""em-POO-zee-um"") is in this language, as is a novel in which a lieutenant is separated from his love Helena during an uprising. In a novel in this modern language, the author Petronius helps the protagonist look for a Christian princess. A historical (*) ""Trilogy"" in this language includes With Fire and Sword. Though its title is a Latin reference to St. Peter, this language was used for a novel about Lygia's (""lih-JEE-uh's"") love for the Roman officer Marcus Vinicius (""vih-NISS-ee-uss""), Quo Vadis. For 10 points, name this language used by Olga Tokarczuk (""toh-CAR-chuck"") and Henryk Sienkiewicz (""shen-K'YAY-vitch""). ANSWER: Polish [or Polski] <Joseph Krol, Literature - European - Long Fiction> ~30989~ <Editor: Joseph Krol>"
1314808156,test,blood pressure (SARS-CoV-2 binds to ACE2.),Science:Biology,"18. This quantity is increased by the synthetic peptide Giapreza. SARS-CoV-2 enters cells by binding its spike protein to an enzyme whose main function is to decrease this quantity. A system named for aldosterone production increases this quantity with renin. A water-regulating molecule named for its arginine residue and its control over this quantity is also known as the (*) antidiuretic hormone. This quantity is decreased by nitric oxide and increased by angiotensin. High measurements of this quantity with a sphygmomanometer (""s'fig-moh-muh-NOM-eh-ter"") can motivate the prescription of vasodilators. This quantity is reported as a ratio of its ""systolic"" and ""diastolic"" values. For 10 points, name this quantity that is increased in hypertension. ANSWER: blood pressure [accept mean arterial pressure or systemic arterial pressure or systolic pressure or diastolic pressure; prompt on pressure] (SARS-CoV-2 binds to ACE2.) <Forrest Weintraub, Science - Biology> ~30232~ <Editor: David Bass>"
2846578654,test,Crimean Peninsula,Geography:Europe,"19. The Ai-Petri mountains border this region's Grand Canyon as well as a resort city home to the Massandra Palace. A port on the southwestern Heracles Peninsula in this region contains a monument to the storming of its Mount Sapun. This land region is separated from the mainland to its north by the hypersaline Syvash Sea. This region's town of Livadiya has a ""Great Three"" monument depicting FDR. Greeks established the colony of (*) Chersonesos Taurica in this region. Since 2022, a new bridge to this region spanning the Kerch Strait has been repeatedly attacked. This region is home to the resort city of Yalta and the Black Sea port of Sevastopol. For 10 points, name this Ukrainian peninsula now controlled by Russia. ANSWER: Crimean Peninsula [or Crimea; or Autonomous Republic of Crimea; accept Crimean Mountains or Yayla Mountains; accept Tauric Peninsula or Tauris before ""Taurica"" is read; prompt on Southern Ukraine or Russia; anti-prompt on Kerch Peninsula by asking ""can you be less specific?""] <Michael Bentley, Geography - Europe> ~30380~ <Editor: Michael Bentley>"
1450827159,test,Agatha Christie,Other:Other_Academic_and_General_Knowledge,"20. Pope Paul VI's love of this author is supposedly why England is permitted to use the Tridentine Mass. This author met archaeologist and future husband Max Mallowan on a dig with Leonard Woolley. An earlier husband may have caused this author to enter a fugue state and disappear for 11 days in 1926. Tony Marston chokes to death early in a novel by this author whose original (*) racist title came from a minstrel song. This author's radio play Three Blind Mice was adapted for the West End and ran continuously from 1952 to 2020. This author of The Mousetrap provided the source material for Kenneth Branagh (""brah-naw"") films such as Death on the Nile. For 10 points, name this mystery author of Murder on the Orient Express. ANSWER: Agatha Christie [or Dame Agatha Mary Clarissa Christie; or Mary Westmacott; or Agatha Miller; accept Lady Mallowan until ""Mallowan"" is mentioned] <Michael Bentley, Other - Other Academic and General Knowledge> ~29975~ <Editor: Michael Bentley>"
3018026838,test,Otto von Bismarck,History:European,"21. In opposition to this man's policies, Eduard Lasker led a faction simply known as the Secession that later merged with the radical Free-Minded Party. This leader invoked a monarch's power to fill a legal ""gap"" per the so-called Lücken theory. After dropping his Anti-Socialist Laws to ally with the Centre Party, this leader enacted so-called State Socialism, which created the first modern (*) welfare state. Rudolf Virchow coined the name of one of this man's campaigns, which expelled Jesuits under the May Laws. This man justified greater military spending by arguing that ""blood and iron"" would decide history. For 10 points, what Prussian statesman became the first chancellor of a unified Germany? ANSWER: Otto von Bismarck [or Otto Eduard Leopold von Bismarck; or Otto, Prince of Bismarck, Count of Bismarck-Schönhausen, Duke of Lauenburg] <Cooper Roh, History - European - 1500-1900> ~29714~ <Editor: Noah Sheidlower> NSC 2025 - Round 16 - Bonuses"
615629445,test,buddhas,Fine_Arts:Sculpture,"1. Workers are hoisted via chairs to dust and clean a massive bronze statue of one of these figures during the annual ominugui ceremony at Tōdai-ji. For 10 points each: [10e] Name these religious figures whose statues often perform hand symbols called mudra. In China, one of these figures is often depicted laughing with a round belly. ANSWER: buddhas [or the Buddha; or Amitabha Buddha; or Amida Buddha; or Amita Buddha; or Amitāyus; accept Siddhartha or Siddhartha Gautama; accept the Maitreya Buddha or Laughing Buddha or Fat Buddha or Budai or Qieci] [10m] This valley housed two Buddhas, the ""Eastern"" and Western"" ones, carved into sandstone cliffs. Those two Buddhas in this valley were blown up by the Taliban in 2001. ANSWER: Bamiyan [or Bamyan; or Bamian] [10h] Those Bamiyan Buddhas were stylistically inspired by this art style, which depicted bodhisattvas with mustaches and topknots. Buddhas from this style had large circular halos and robes inspired by statues of Apollo. ANSWER: Gandhara art [accept word forms such as Gandharan; prompt on Greco-Buddhist art; reject “Greek” or “Buddhist” alone] <Abhinav Rachakonda, Fine Arts - Sculpture> ~25246~ <Editor: Ganon Evans>"
833108828,test,Mark Fuhrman,History:American,"2. Johnnie Cochran was criticized for comparing this person to Adolf Hitler in a speech in which he called him a ""lying, perjuring, genocidal racist."" For 10 points each: [10h] Name this LAPD detective whose exposed racism led his testimony to be heavily scrutinised in a 1995 trial. ANSWER: Mark Fuhrman [10e] The revelations of Fuhrman's racism contributed to the controversial acquittal of this former NFL star of the murder of his ex-wife Nicole Brown and her friend Ron Goldman. ANSWER: O.J. Simpson [or O.J. Simpson or Orenthal James Simpson] [10m] The evidence Fuhrman was alleged to have planted included a blood-spattered one of these objects. During the trial, Simpson's defense made a claim about one of these objects that ends, ""you must acquit."" ANSWER: gloves [accept mittens or mitts] <Jamie Burchett, History - American - 1945+> ~25952~ <Editor: Noah Sheidlower>"
3481213234,test,alternate history,Literature:American,"3. In a novel in this genre, Abendsen uses the I Ching to write a subversive novel, The Grasshopper Lies Heavy. For 10 points each: [10h] Name the genre of that aforementioned novel, in which Frank Frink sells antiques. Characters theorize about the kidnapping of Charles Lindbergh's son in another novel in this genre.  ANSWER: alternate history [or alternative history; accept althist; accept answers indicating works set in an alternate reality or alternative reality; accept uchronia; prompt on counterfactual; prompt on speculative fiction; prompt on historical fiction; prompt on science fiction or sci-fi or SF or speculative fiction; prompt on dystopia; prompt on fiction about a parallel universe or world or reality] [10m] The Man in the High Castle and The Plot Against America are alternate history novels by authors with this first name, the latter of whom created the recurring character Nathan Zuckerman. ANSWER: Philip [accept Philip K. Dick or Philip Roth; accept Phil] [10e] Possibly the first English alternate history is a story by this author about a man who claims to know Napoleon, “P’s Correspondence.” Characters watch a meteor from a scaffold in this author’s The Scarlet Letter. ANSWER: Nathaniel Hawthorne <Kevin Wang, Literature - American - Long Fiction> ~24684~ <Editor: Jaimie Carlson>"
2888670038,test,The Human Condition,RMP:Philosophy,"4. This book argues that human freedom is rooted in natality, or the fact that we appear in the world by birth, which thus creates new possibilities. For 10 points each: [10h] Name this Hannah Arendt book that defines work, labor, and activity as parts of the vita activa, which is contrasted with the vita contemplativa. ANSWER: The Human Condition [10m] A 2012 paper by Jennifer Shaw argues that studies of pregnancy were central to the development of the ""medical gaze"" described in this author's book The Birth of the Clinic. ANSWER: Michel Foucault [or Paul-Michel Foucault] [10e] This existentialist philosopher and lover of Jean-Paul Sartre claimed ""one is not born, but rather becomes, a woman"" in the second volume of her book The Second Sex. ANSWER: Simone de Beauvoir [or Simone Lucie Ernestine Marie Bertrand de Beauvoir] <Forrest Weintraub, RMP - Philosophy> ~24626~ <Editor: Aum Mundhe>"
2758361128,test,RNA sequencing,Science:Biology,"5. Count data output by this technique is normalized as TPM or FPKM. For 10 points each: [10m] Name this technique whose ""single-cell"" form yields data that can be processed via UMAP followed by clustering. This central technique of transcriptomics can identify differential expression. ANSWER: RNA sequencing [accept single-cell RNA sequencing or scRNA-seq; prompt on sequencing; reject ""DNA sequencing""] [10e] RNA-seq is performed at this more coarse level of biological organization by the GTEx project. This broad category of structures, which compose organs, includes ""muscle"" and ""epithelial."" ANSWER: tissues [accept tissue-specific] [10h] Tissue-specific GTEx data can be used to call these genomic regions, which are distinct from GWAS hits. These regions are linearly correlated with continuous traits like gene expression. ANSWER: quantitative trait loci [or QTLs or expression quantitative trait loci or eQTLs; or quantitative trait locus; prompt on quantitative characters] <David Bass, Science - Biology> ~25994~ <Editor: David Bass>"
4279860116,test,Moros,"History:Cross,_Historiography,_and_Miscellaneous","6. A poll tax prompted a thousand people of this ethnicity to flee to the Bud Dajo crater, where they subsisted on sweet potatoes. For 10 points each: [10h] Identify these predominantly Muslim people who were massacred by forces under Leonard Wood. ANSWER: Moros [or Bangsamoro; prompt on Filipinos] [10e] The Moro massacre was criticized by the American Anti-Imperialist League, whose vice presidents included this peace-loving industrialist. This man sold his namesake steel company to J. P. Morgan in 1901. ANSWER: Andrew Carnegie [10m] American troops bought improved weapons from this company because they needed more ""stopping power"" against ""Juramentado"" (""hoo‑rah‑men‑TAH‑doh"") Moros. In 1847, the Texas Rangers bought revolvers from this pioneer of interchangeable parts. ANSWER: Colt [or Colt's Manufacturing Company; or Colt's Patent Firearms Manufacturing Company; or Patent Arms Manufacturing Company of Paterson, New Jersey, Colt's Patent; accept Samuel Colt] <Michael Bentley, History - Cross, Historiography, and Miscellaneous> ~25090~ <Editor: Michael Bentley>"
2184832310,test,Unification Church,RMP:Christian_Practice,"7. Mass marriages in this religion are known as ""Blessing ceremonies."" For 10 points each: [10m] Name this new religious movement whose practitioners are sometimes called ""Moonies"" after its founder, Sun Myung Moon. ANSWER: Unification Church [or Unificationism or Unificationists; accept Holy Spirit Association for the Unification of World Christianity or HSA-UWC; accept Family Federation for World Peace and Unification or FFWPU] [10e] The Unification Church believes in Apokatastasis (""app-oh-kuh-TASS-tuh-sis""), the principle that everyone will eventually undergo this process. This process is sometimes defined as ""being rescued by God from the consequences of our wrongdoing"" and names an ""army"" founded by Catherine and William Booth. ANSWER: salvation [accept Salvation Army] [10h] Chung Hwa Pak's exposé of sexual abuse in the Unification Church was titled for this number of Marys. This is the lesser of two numbers of Ages of the World defined by Augustine of Hippo. ANSWER: six [accept Six Ages of the World or the Tragedy of the Six Marys] <Michael Bentley, RMP - Christian Practice> ~25061~ <Editor: Sinecio Morales>"
613250418,test,ladder operators,Science:Physics,"8. These objects, which are the typical target of applications of Wick's theorem, are depicted as a gray cat in Griffiths' Introduction to Quantum Mechanics. For 10 points each: [10h] Name these paired objects that can be written as L-sub-x plus-or-minus i-L-sub-y for angular momentum. These objects can be denoted a and a-dagger. ANSWER: ladder operators [accept raising AND lowering operators; or creation AND annihilation operators] [10m] Ladder operators are used to find the energy eigenstates of this system, whose nth energy level equals h-bar omega times n plus one-half. ANSWER: quantum harmonic oscillator [or QHO; prompt on harmonic oscillator or HO] [10e] Wick's theorem describes contraction, which is a variation of an operation that shares its name with this property. This mathematical property holds for operators a and b when ab equals ba. ANSWER: commutativity [or commutes; accept commutator] <Steven Yuan, Science - Physics> ~25984~ <Editor: David Bass>"
1262335245,test,"August (""OH-goost"") Strindberg",Literature:European,"9. Siri von Essen was the director of the Scandinavian Experimental Theater, which she co-founded with this author. For 10 points each: [10e] Von Essen originated the title role of what Swedish author's play Miss Julie? ANSWER: August (""OH-goost"") Strindberg [or Johan August Strindberg] [10m] With August Falck, Strindberg created the Intima Theater, which used this type of raised stage with a name from the Greek for ""before the stage."" The audience looks towards this type of stage's namesake ""arch."" ANSWER: proscenium (""pro-SEE-nee-um"") stage [accept proscenium arch] [10h] Falck and Strindberg fell out when the Intima Theater staged its only non-Strindberg play, which was this author's The Intruder. This Belgian symbolist wrote the marionette play Interior and The Blue Bird. ANSWER: Maurice Maeterlinck (""moh-REES MAY-tuh-link"") [or Maurice Polydore Marie Bernard Maeterlinck] <Joseph Krol, Literature - European - Drama> ~25981~ <Editor: Joseph Krol>"
3230848231,test,nuclear power,Current_Events:U.S.,"10. A 2021 paper by Ahmad et al found that climate-related outages in this industry have increased by a factor of eight since the 1990s. For 10 points each: [10m] Name this industry reliant on coolants such as borated water. New entrants into this industry are often designed to be dry cooled or adhere to ""island mode."" ANSWER: nuclear power [or nuclear energy; or fission industry; or atomic energy industry; prompt on power industry or energy industry or electrical industry] [10e] In 2024, this company rebooted a Three Mile Island nuclear power plant to meet the energy demands for its AI offerings such as Copilot for Excel. ANSWER: Microsoft [10h] Bill Gates is an investor in TerraPower, a maker of these types of nuclear power plants, which are under 300 megawatt in capacity and have some parts that are factory assembled. ANSWER: small modular nuclear reactors [prompt on SMRs or small reactors] <Michael Bentley, Current Events - U.S.> ~24926~ <Editor: Michael Bentley>"
2139200114,test,dapple,Literature:British,"11. A bird is described as a ""[this word]-dawn-drawn Falcon"" in ""The Windhover."" For 10 points each: [10h] Name this word. The poem ""Pied Beauty"" lists ""skies of couple-colour as a brinded cow"" and ""all things counter, original, spare, strange"" after stating, ""Glory be to God for"" things described by this word. ANSWER: dapple [or dappled] [10m] This poet of ""The Windhover"" and ""Pied Beauty"" wrote ""I kiss my hand...to the dappled-with-damson west"" in ""The Wreck of the Deutschland."" ANSWER: Gerard Manley Hopkins [10e] Hopkins' phrase ""dapple-dawn-drawn Falcon"" exemplifies his ""sprung rhythm,"" where this property is placed on a foot's first syllable. The second syllable of an iamb, but not the first, has this property. ANSWER: stressed [accept emphasized; accept lengthened or descriptions of making the syllable longer; accept accented] <Rohan Kher, Literature - British - Poetry> ~24935~ <Editor: Jaimie Carlson>"
1506621867,test,simple,Science:Math_and_Computer_Science,"12. Finite groups with this property compose the 26 sporadic groups, the largest of which is the monster group. For 10 points each: [10h] Name this property of groups that contain no non-trivial normal subgroups. The smallest non-Abelian group with this property is A5. ANSWER: simple [10m] McKay observed monstrous moonshine by connecting the monster group to this mathematician's j-invariant. This namesake of a ""four-group"" also names a non-orientable surface that is self-intersecting when embedded in 3D space. ANSWER: Felix Klein [accept Klein bottle] [10e] The fundamental polygon of the Klein bottle is this shape, whose symmetries compose the group D2. Matrices with equal numbers of rows and columns have this shape. ANSWER: square (D2 is isomorphic to the Klein four-group.) <Steven Yuan, Science - Math and Computer Science> ~25805~ <Editor: David Bass>"
1398570742,test,draugrs,RMP:World_Mythology,"13. Original language term required. Glámr, a prominent antagonist in Grettis saga, is often stated to be one of these beings. For 10 points each: [10h] Name these undead beings from Norse mythology who are portrayed as zombies in modern depictions. ANSWER: draugrs [or aptrganga; or aptrgangr; or haugbui] [10e] Draugrs appear throughout the sagas written in what is now this country. The Prose Edda was compiled by Snorri Sturluson, a scholar from this modern-day country. ANSWER: Iceland [or Ísland or Icelandic Commonwealth or Icelandic Free State] [10m] Thrainn is a draugr from Hrómundar saga Gripssonar, who is identified by this term ""of Valland."" This term refers to warriors who entered a furious, trance-like state in battle, often by wearing wolf or bear skins. ANSWER: berserker [accept Berserker of Valland; accept going berserk] <Lalit Maharjan, RMP - World Mythology> ~25821~ <Editor: Sinecio Morales>"
