Question ID,Fold,Answer,Category,Text
1985306534,test,quantum tunneling (The system in the lead-in is the rectangular potential barrier.),Science:Physics,"11. In one model system, this phenomenon's probability equals the reciprocal of one plus a term proportional to sinh (""sinch"") squared of k-sub-one a. The log-probability of this phenomenon (read slowly) equals negative two times the integral of the square root of two-m-over-h-bar-squared times V minus E over the interval between two turning points in the WKB approximation. Stellar nucleosynthesis is possible because this phenomenon overcomes the (*) Coulomb barrier, which also determines the rate of this process in George Gamow's (""GAM-off's"") model of alpha decay. This phenomenon allows low-energy particles to escape a finite square well. For 10 points, a particle passes through a potential barrier in what quantum mechanical phenomenon? ANSWER: quantum tunneling [or tunnel effect] (The system in the lead-in is the rectangular potential barrier.) <Forrest Weintraub, Science - Physics> ~29572~ <Editor: David Bass>"
2291193750,test,Penelope's suitors,RMP:Greco,"12. Description acceptable. To prevent spreading news of deaths among these people, the bard Phemius plays wedding music. For providing these people weapons, Melanthius is dismembered and executed. Zeus and Athena intervene in a skirmish at a Cephallenian (""KEFF-uh-LEN-ian"") king's farm led by Eupeithes (""you-PAY-thees""), the father of one of these people. The maid Melantho falls in love with one of these people, (*) Eurymachus, who disrespects the practice of xenia (""ZEE-nee-ah"") alongside Antinous (""aan-TIN-oh-us""). After consulting Nestor in Sparta, Telemachus manages to evade an ambush by these people. A hero in disguise who shoots an arrow through twelve ax handles kills these people after reuniting with his wife. For 10 points, identify these men who try to take the hand of Odysseus's wife in the Odyssey. ANSWER: Penelope's suitors [accept answers describing the men who try to court Penelope; accept proci; accept mnesteres; prompt on answers describing suitors without mentioning Penelope by asking ""of whom?""] <Lalit Maharjan, RMP - Greco-Roman Mythology> ~29597~ <Editor: Sinecio Morales>"
816215317,test,William Blake,Literature:British,"13. Oothoon (""oo-thoon"") represents the ""soft soul of America"" in a book by this author, who represented America’s rebellious spirit with the fallen angel Orc in another book. This non-Polish author wrote ""Drive your plow over the bones of the dead"" in his ""Proverbs of Hell."" The frontispiece to a book by this author shows a compass being pointed downward by the bearded Urizen (""YUR-ee-zen""), who is one of the Four Zoas created by the fall of Albion. The preface to this author's ""prophetic book"" (*) Milton includes the poem ""and did those feet in ancient time."" This author illustrated his own works based on an imagined mythology prefigured by The Marriage of Heaven and Hell. For 10 points, name this poet who described an animal ""burning bright, in the forests of the night"" in ""The Tyger."" ANSWER: William Blake <Forrest Weintraub, Literature - British - Poetry> ~30042~ <Editor: Jaimie Carlson>"
2556364106,test,Toccata and Fugue in D minor,Fine_Arts:Music,"14. Peter Williams claimed this piece was originally written for violin since it imitates bariolage (""bar-ee-oh-LAZH"") with repeated 16th note As displaced by a 32nd note. This piece shares a title with one nicknamed ""Dorian"" for its lack of key signature. In this piece's second bar, a C-sharp diminished seventh chord is slowly built up over a held low D. Evidence that this piece is misattributed includes its opening parallel octaves that outline a lower (*) mordent on A, then the fast notes [read slowly] ""G, F, E, D, C-sharp, D."" Disney's Fantasia opens with a silhouetted orchestra playing a transcription of this D minor piece, popularizing its association with horror. For 10 points, name this organ piece by J.S. Bach titled for two musical forms. ANSWER: Toccata and Fugue in D minor [or BWV 565] <Forrest Weintraub, Fine Arts - Music - Baroque> ~29514~ <Editor: Forrest Weintraub>"
1873787246,test,Royal Canadian Mounted Police,"History:Cross,_Historiography,_and_Miscellaneous","15. An 1896 campaign pledge to abolish this group lost steam following a high-profile struggle against Almighty Voice. In 1960, this organization warned Davie Fulton about the former German prostitute at the center of the Munsinger Affair. This organization formed the Special Emergency Response Team in response to the bombing of Air India Flight 182. The McDonald Commission investigated illegal intelligence activities this organization pursued before the 1976 (*) Summer Olympics in response to criticism of their handling of the October Crisis. This law enforcement organization's traditional Red Serge uniform includes a wide-brimmed felt hat and riding boots. For 10 points, name this Canadian police force. ANSWER: Royal Canadian Mounted Police [accept Mounties or RCMP or North-West Mounted Police or NWMP or Dominion Police; accept Gendarmerie royale du Canada] <Lalit Maharjan, History - Cross, Historiography, and Miscellaneous> ~29526~ <Editor: Michael Bentley>"
2868352144,test,Hindu temples,Current_Events:World,"16. A giant one of these buildings with a ""Dome of Harmony"" recently opened in Abu Dhabi with funding by BAPS. In 2012, an estimated trillion dollars in gold was found in one of these buildings in a former princely state. So-called ""volunteers"" received as little as $1 per hour working on the largest one of these buildings in the US in Robbinsville, New Jersey. In 2024, a politician fasted on coconut water for 9 days before (*) consecrating one of these buildings that was built on a complex torn down by RSS members in 1992. A building of this type constructed atop the former Babri Masjid mosque was a political accomplishment for the BJP. For 10 points, name these buildings that include one in Ayodhya dedicated to Ram. ANSWER: Hindu temples [or Mandir; or Devasthanam; or Pura; or Kovil; accept temple to Ram; prompt on temples or religious buildings] <Michael Bentley, Current Events - World> ~30242~ <Editor: Michael Bentley>"
1217064585,test,"South African apartheid (The first three plays are Ubu and the Truth Commission, Woza Albert!, and Sizwe Banzi is Dead.)",Literature:World_and_Miscellaneous,"17. Jane Taylor based a play set after the end of this time period on Alfred Jarry's (""all-FRAY zhah-REE's"") Ubu Roi. In a two-man play set during this time period, Jesus comes to Earth as Lord Morena before the government nukes him. Two of the Serpent Players co-wrote a work set in this period where the title character tells his wife he is dead while at Styles' photography studio. Two characters debate whether Darwin and Tolstoy are (*) men of magnitude in a play set during this time period. Morris and Zachariah never meet their pen pal Ethel Lange in Blood Knot, a play set during this period which is also the setting of Master Harold and the Boys. For 10 points, what time period is the setting of plays by Athol Fugard set in his native South Africa? ANSWER: South African apartheid [prompt on descriptions in the right time period (1948-1994) that don’t mention apartheid] (The first three plays are Ubu and the Truth Commission, Woza Albert!, and Sizwe Banzi is Dead.) <Forrest Weintraub, Literature - World and Miscellaneous> ~29789~ <Editor: Jim Fan>"
1206011967,test,uterus,Science:Biology,"18. It's not the skin or kidneys, but a condition of this organ characterizes Reed's syndrome. The mnemonic ""PALM COEIN"" (""PALM COIN"") lists causes of issues in this organ, like one with ""intramural"" and ""subserosal"" types. This organ, whose ""appendages"" are called ""adnexa,"" is anchored by its namesake broad ligament. Myomectomies operate on this organ, which is the largest structure that develops from the (*) para·meso·nephric duct. Leio·myoma is characterized by growths of smooth muscle and connective tissue in this organ, which are its namesake ""fibroids."" Implantation into this organ follows travel through the fallopian tubes. For 10 points, hysterectomies remove what organ whose endometrium sheds to cause menstruation? ANSWER: uterus [prompt on womb by asking ""what is the scientific name?""] <David Bass, Science - Biology> ~30583~ <Editor: David Bass>"
1393454178,test,Westphalia,History:European,"19. A noble family whose surname derives from the name of this region included Karl Marx's wife, Jenny. A short-lived kingdom named for this region, which in 1807 adopted its country's first written constitution, was led by Napoleon's spendthrift brother Jérôme. This region names the modern form of nation-state sovereignty in reference to an agreement that was deemed ""reprobate,"" ""inane,"" and ""devoid of meaning"" by Pope (*) Innocent X. Two treaties named for its cities of Osnabrück and Münster made up an agreement named for this region, which in 1648 confirmed the division of the Holy Roman Empire into Protestant and Catholic areas. For 10 points, what region names the ""Peace"" that ended the Thirty Years' War? ANSWER: Westphalia [or Kingdom of Westphalia; accept Westfalen or von Westphalen; accept Westphalian sovereignty] <Joseph Krol, History - European - 1500-1900> ~29668~ <Editor: Noah Sheidlower>"
2752462479,test,Joseph Smith Jr,RMP:Other_Religion,"20. D. Michael Quinn compared this person's ""magic world view"" and description of three ""degrees of glory"" to Emmanuel Swedenborg's cosmology. Masonic oaths resemble penalties that this person outlined for a ceremony that reenacts the fall of Adam and Eve. This author of the ""Word of Wisdom"" denied the inheritance of original sin in the second of 13 articles of faith he listed. This person's translation of the Gospel of Matthew is included in the (*) Pearl of Great Price. This person created the endowment ceremony and the Quorum of the Twelve Apostles. The Three Witnesses saw this person receive a holy text on golden plates from the angel Moroni. For 10 points, name this founder of the Mormon Church. ANSWER: Joseph Smith Jr. <Sean Farrell, RMP - Other Religion> ~29716~ <Editor: Sinecio Morales>"
2395314570,test,Poland (the unnamed composer is Maria Szymanowska.),Fine_Arts:Music,"21. The trio section of a dance from this country typically uses drone fifths to accompany lydian-mode melodies. A woman wrote 24 of this country's ""National Dances"" based on the rhythm ""dotted eighth, sixteenth, accented quarter, quarter."" The 3/4 rhythm ""eighth, two sixteenths, four eighths"" characterizes a ""Tragic"" piece in F-sharp minor based on a dance from this country. Arthur Rubinstein, a pianist from this country, has recorded (*) ""Military"" and ""Heroic"" pieces in a namesake dance form. This country's poetry inspired four ballades (""buh-LAHDS"") by a native son who wrote over 50 mazurkas and the ""Revolutionary"" and ""Winter Wind"" études while exiled in Paris. For 10 points, name this birth country of Frédéric Chopin. ANSWER: Poland [or Republic of Poland or Rzeczpospolita Polska] (the unnamed composer is Maria Szymanowska.) <Forrest Weintraub, Fine Arts - Music - Miscellaneous> ~30056~ <Editor: Forrest Weintraub> NSC 2025 - Round 01 - Bonuses"
446440824,test,COVID-19 pandemic,Literature:World_and_Miscellaneous,"1. This event causes the bookstore employee Pollux to be hospitalized in Louise Erdrich's novel The Sentence. For 10 points each: [10e] Name this real-world event that began in early 2020. Zadie Smith wrote the collection Intimations to support a fund for people affected by lockdowns due to this event. ANSWER: COVID-19 pandemic [or COVID pandemic; or coronavirus pandemic; prompt on pandemic] [10h] Gaspery-Jacques reveals information about the upcoming COVID pandemic while investigating a time anomaly in this author’s 2022 novel Sea of Tranquility. ANSWER: Emily St. John Mandel [10m] This author's mother, who died shortly before the pandemic, inspired the title character of Violeta. Eva Luna’s mother chokes on a chicken bone in the first part of one novel by this author. ANSWER: Isabel Allende [or Isabel Angélica Allende Llona] <Steven Yuan, Literature - World and Miscellaneous> ~24790~ <Editor: Jim Fan>"
1580373784,test,lightning bolts,RMP:World_Mythology,"2. The oak tree symbolizes a Slavic deity who fights using these objects as weapons. For 10 points each: [10m] Name these non-axe objects made of stone when wielded by Perun. In his Theogony, Hesiod relates Brontes, Steropes, and Arges forging many of these objects for a Greek god. ANSWER: lightning bolts [or thunderbolts; prompt on thunder or bolts alone] (Brontes, Steropes, and Arges forge Zeus’s thunderbolts.) [10h] This Slavic god of earth and the underworld steals cattle from Perun until he is killed, causing everything he steals to rain from the sky. This god symbolized by the willow also protects musicians and livestock. ANSWER: Veles [or Volos] [10e] Perun may be called on to protect against these figures, known as vedma in Slavic folklore. These figures may use bat's blood and nightshade to make an ointment for flying on broomsticks. ANSWER: witches [accept sorceresses or hags; accept sorcerers or warlocks; reject ""wizards""] <Sinecio Morales, RMP - World Mythology> ~23016~ <Editor: Sinecio Morales>"
2268314482,test,International Space Station,History:American,"3. The plans for the American Freedom satellite and Soviet Mir-2 satellite were combined to create this mission in the wake of the Cold War. For 10 points each: [10e] Name this manned satellite in low-earth orbit where astronauts conduct experiments in microgravity. ANSWER: International Space Station [or ISS] [10h] Most of the Space Station's US Orbital Segment was built at NASA's Marshall Space Flight Center in this metropolitan area. About 200 Nazi scientists were brought to this metropolitan area in Operation Paperclip. ANSWER: Huntsville, Alabama [prompt on Redstone Arsenal by asking ""what city is that adjacent to?""] [10m] Construction of the ISS was paused from 2003 to 2005 after damage to the left wing of this space shuttle caused it to disintegrate on re-entry, killing all seven crew members. ANSWER: space shuttle Columbia [accept OV-102 or Orbiter Vehicle-102] <Forrest Weintraub, History - American - 1945+> ~26206~ <Editor: Noah Sheidlower>"
2227685514,test,kinematics,Science:Physics,"4. This subfield of classical mechanics studies the motion of bodies, but not its causes. For 10 points each: [10e] Give this field, the namesake of a set of four equations, that is contrasted with dynamics and statics. ANSWER: kinematics [reject ""kinetics""] [10m] Description acceptable. The kinematic equations rely on this assumption that allows the time integral of velocity to be simplified to the expression ""v-nought-t plus one-half-a-t-squared."" ANSWER: constant acceleration [accept answers describing acceleration not changing or jerk equal to zero; accept ""a"" instead of ""acceleration""; prompt on ""change in velocity"" or ""delta-v"" instead of ""acceleration""] [10h] A kinematic coupling provides six of these mathematical statements, each of which decrements the number of degrees of freedom in a system. ""Change in acceleration equals zero"" is not a holonomic one of these statements because it is not just a function of coordinates and time. ANSWER: constraints [accept holonomic constraints or nonholonomic constraints] <Forrest Weintraub, Science - Physics> ~24762~ <Editor: David Bass>"
2639072789,test,squares,Fine_Arts:Painting,"5. X-ray analysis of the layers under a cracked painting of one of these objects revealed the title of a racist artwork by Alphonse Allais (""al-AY""). For 10 points each: [10h] Name these objects, one of which is hidden in the lower right corner of a self-portrait as a doge (""dohj""). A painting of one of these objects was staged like a traditional Orthodox icon at the 0,10 (""zero-ten"") exhibition. ANSWER: squares [accept Black Square or Chernyi Kvadrat; prompt on shapes or quadrilaterals or rectangles] (All clues are from the work of Kazimir Malevich.) [10e] The 0,10 exhibition called itself the ""last exhibition"" of paintings from this movement, heralding the rise of Suprematism. Filippo Marinetti wrote a manifesto for this art movement that exalted modern technology. ANSWER: futurism [accept Russian futurism or Italian futurism; accept The Last Futurist Exhibition of Paintings] [10m] Another Kazimir Malevich (""mull-YEV-itch"") painting depicts an angled square of this color against the same color background. A circle of this color overlaps with a red wedge in a poster by El Lissitzky. ANSWER: white [accept White on White; accept Beat the Whites with the Red Wedge] <Forrest Weintraub, Fine Arts - Painting - European 1600-1945> ~24510~ <Editor: Ganon Evans>"
3136434720,test,cuneiform,"History:Cross,_Historiography,_and_Miscellaneous","6. As the sole survivor of a Danish expedition to Arabia, adventurer Carsten Niebuhr published the first modern copies of this script in 1778. For 10 points each: [10e] Name this Mesopotamian writing system deciphered in 1802 by Georg Friedrich Grotefend using Niebuhr's copy of several wedged inscriptions. ANSWER: cuneiform [or Old Persian cuneiform] [10m] Niebuhr's son Barthold was the leading German scholar of this civilization, subject of a six-volume history first published in 1776 by Edward Gibbon. ANSWER: Ancient Rome [accept the Roman Empire or Romans or Western Roman Empire; accept the Byzantine Empire or Eastern Roman Empire; prompt on Italians or Latins] [10h] Gibbon himself was inspired by this author's Considerations on the Causes of the Greatness of the Romans and their Decline. Viscount (""VYE-count"") Bolingbroke inspired this Frenchman to write about the English constitution. ANSWER: Montesquieu (""mon-tess-KYOO"") [or Charles Louis de Secondat, baron de La Brède et de Montesquieu] <Cooper Roh, History - Cross, Historiography, and Miscellaneous> ~24702~ <Editor: Michael Bentley>"
3148591640,test,streaking,Science:Biology,"7. This technique prepares cultures by using an inoculation loop to dilute an inoculum over successive sections of a Petri dish. For 10 points each: [10m] Name this technique, contrasted with spreading, that yields a namesake pattern on an agar-containing dish. ANSWER: streaking [10e] Prior to streaking, agar is often treated with cycloheximide in order to eliminate eukaryotic microbes from this kingdom that includes yeasts and molds. ANSWER: Fungi [or fungus] [10h] This unit is the number of distinct microbial masses in a dish. This unit is typically given as a ratio with the dilution factor in milliliters because it is calculated in a dish that is sufficiently diluted to count microbial masses manually. ANSWER: CFUs [or colony-forming units; prompt on answers describing the number of colonies] <David Bass, Science - Biology> ~24568~ <Editor: David Bass>"
761925578,test,Gospel of Mark,RMP:New_Testament,"8. For 10 points each, answer the following about New Testament passages not appearing in the earliest available manuscripts. [10m] The ""longer ending"" of this book is the origin for the practice of snake handling. This book is likely the earliest gospel account. ANSWER: Gospel of Mark [10e] In John 5's account of Jesus healing a paralyzed man at the pool of Bethesda, a two-verse interjection describes these supernatural beings stirring up the pool. Uriel and Michael are ""arch"" examples of these beings. ANSWER: angels [accept archangels] [10h] Description acceptable. In the later added first half of John 8, Jesus does this action before saying, ""Let him who is without sin among you be the first to throw a stone at"" an adulterous woman. ANSWER: writes on the ground [accept word forms such as writing or wrote] <Jon Suh, RMP - New Testament> ~25371~ <Editor: Sinecio Morales>"
2440561280,test,"W. Somerset Maugham (""MAWM"") In this short story by Maugham, the missionary Davidson kills himself after hypocritically praying over the sex worker Sadie Thompson. ANSWER: ""Rain"" Maugham's Ashenden stories, including ""R."" and ""The Hairless Mexican,"" deal with a man with this profession. The vacuum cleaner salesman James Wormold is recruited to this job in Cuba in a Graham Greene novel based on his actual job. ANSWER: spy",Literature:British,"9. In a short story by this author, a priest's wife in Pago Pago brags that ""no one has danced in our district for eight years."" For 10 points each: [10e] Name this author of The Moon and Sixpence, who wrote about Philip Carey's affair with Mildred in Of Human Bondage. ANSWER: W. Somerset Maugham (""MAWM"") [or William Somerset Maugham; be lenient with pronunciation] [10h] In this short story by Maugham, the missionary Davidson kills himself after hypocritically praying over the sex worker Sadie Thompson. ANSWER: ""Rain"" [10m] Maugham's Ashenden stories, including ""R."" and ""The Hairless Mexican,"" deal with a man with this profession. The vacuum cleaner salesman James Wormold is recruited to this job in Cuba in a Graham Greene novel based on his actual job. ANSWER: spy [accept secret agent; accept MI6 agent; accept espionage; prompt on Our Man in Havana by asking, ""what is the profession he acquires?""] <Jaimie Carlson, Literature - British - Short Fiction> ~24622~ <Editor: Jaimie Carlson>"
1557241915,test,Tierra del Fuego,Geography:World,"10. American beavers introduced into this archipelago in the 1940s now number over 100,000 and are devastating local forests. For 10 points each: [10m] Name this archipelago whose Navarino Island is home to many Yahgan people. The End of the World Train services this archipelago. ANSWER: Tierra del Fuego [accept Fireland; prompt on Patagonia] [10e] A 2019 study found that these islands had 10 times more alien marine species than initially thought. The vegetarian finch is one of the birds native to these islands observed on a voyage of the HMS Beagle. ANSWER: Galapagos Islands [or Islas Galápagos] [10h] In 1957, some of these animals escaped a Brazilian quarantine and three decades later made their way to North America. These animals often live in ""gums"" and ""skeps."" ANSWER: bees [accept honey bee or killer bee or Africanized honey bee or Anthophila; prompt on insects] <Michael Bentley, Geography - World> ~25116~ <Editor: Michael Bentley>"
1080283136,test,Nora Helmer,Literature:European,"11. While playing this character in Germany, Hedwig Niemann-Raabe (""HED-vig NEE-man-RAH-buh"") requested an alternative ending in which this character declares ""Oh, this is a sin against myself."" For 10 points each: [10h] Name this character who, in an original ending, imagines that ""you and I would have to be so changed"" and insists ""I can receive nothing from a stranger."" ANSWER: Nora Helmer [prompt on Helmer] [10m] In the original ending of A Doll's House, Nora leaves her husband, which is signified by this action. James Gibbons Huneker claimed that this action ""reverberated across the roof of the world."" ANSWER: slamming a door [or equivalents identifying closing a door; prompt on partial answers] [10e] Both endings of A Doll's House were written by this Norwegian playwright of Hedda Gabler. ANSWER: Henrik Ibsen [or Henrik Johan Ibsen] <Caroline Mao, Literature - European - Drama> ~11931~ <Editor: Joseph Krol>"
3889889190,test,density functionals,Science:Chemistry,"12. These mathematical objects express kinetic energy and the exchange-correlation energy in terms of the squared modulus of the wavefunction. For 10 points each: [10h] Identify these objects that name a quantum mechanical paradigm governed by the Hohenberg–Kohn theorem. ANSWER: density functionals [or functionals of electron density; accept density functional theory; accept energy functionals; prompt on functionals by asking ""of what quantity?""; prompt on DFT; reject ""functions""] [10e] The Hohenberg–Kohn theorem says that a system's electron density is uniquely determined by the energy of this state. A system in this state has its lowest possible energy. ANSWER: ground state [10m] Density functional theory provides approximate solutions to the Schrödinger equation for atoms other than this element. The Bohr model only describes atoms that are ""[this element]-like."" ANSWER: hydrogen [or H] <Forrest Weintraub, Science - Chemistry> ~24514~ <Editor: June Yin>"
1590980048,test,money supply,Social_Science:Economics,"13. Milton Friedman argued for increasing this variable by a fixed amount every year to curb inflation. For 10 points each: [10m] Name this variable that, along with liquidity preference, names a curve in the IS-LM model. This variable is measured by M1, M2, and M3. ANSWER: money supply [or supply of money; prompt on money by asking ""what particular variable related to money?""; reject ""supply""] [10h] The economic costs of inflation include these ones incurred by firms when they raise their prices. These costs partly explain price stickiness. ANSWER: menu costs [10e] Inflation also imposes shoe-leather costs, which arise when agents visit these institutions. ""Runs"" at these institutions may lead to financial crises when too many people visit them at the same time. ANSWER: banks <Forrest Weintraub, Social Science - Economics> ~25006~ <Editor: Joseph Chambers>"
